data;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, VELOCIDADE HORARIA(m/s)
01/01/2018;0;0;-3.5;30.3;31;.8
01/01/2018;100;0;-3.5;30.2;34;2
01/01/2018;200;0;-3.5;29.6;47;3.2
01/01/2018;300;0;-3.5;28.1;55;4
01/01/2018;400;0;-3.5;27.2;58;2.6
01/01/2018;500;0;-3.5;26.1;62;1.8
01/01/2018;600;0;-3.5;25.7;64;2
01/01/2018;700;0;-3.5;25.1;68;2.5
01/01/2018;800;0;-3.4;24.9;69;2.7
01/01/2018;900;0;18.1;24.5;73;2.8
01/01/2018;1000;0;507.3;25.9;68;1.7
01/01/2018;1100;0;1085.5;29.2;55;3.2
01/01/2018;1200;0;1709.2;30.9;47;3.8
01/01/2018;1300;0;1767.8;31.3;43;3.5
01/01/2018;1400;0;3134.4;34.6;33;4
01/01/2018;1500;0;3118.1;35.5;29;4.1
01/01/2018;1600;0;3157.2;35.6;28;3.4
01/01/2018;1700;0;2973.6;37.7;23;2.8
01/01/2018;1800;0;2268.4;36.6;24;null
01/01/2018;1900;0;1939.1;36.8;22;3.2
01/01/2018;2000;0;896.4;36;23;3.5
01/01/2018;2100;0;277.8;34.9;23;2.8
01/01/2018;2200;0;-3.3;33.8;24;2.1
01/01/2018;2300;0;-3.5;32.6;27;2.1
02/01/2018;0;0;-3.5;31.2;30;1.6
02/01/2018;100;0;-3.5;30.3;32;1.9
02/01/2018;200;0;-3.5;28.5;36;2
02/01/2018;300;0;-3.5;27.4;51;2.1
02/01/2018;400;0;-3.5;26.6;59;3.1
02/01/2018;500;0;-3.5;26;62;1.3
02/01/2018;600;0;-3.5;25.4;64;2
02/01/2018;700;0;-3.5;24.9;66;1.9
02/01/2018;800;0;-3.5;24.3;68;1
02/01/2018;900;0;13.7;24.2;70;.6
02/01/2018;1000;0;463.3;25.1;70;1.4
02/01/2018;1100;0;1178.4;27.5;56;1.7
02/01/2018;1200;0;2159.9;29.7;48;3.6
02/01/2018;1300;0;1962.2;30.4;45;3.5
02/01/2018;1400;0;2864.4;32;39;3.6
02/01/2018;1500;0;2335.1;31.8;39;4.4
02/01/2018;1600;0;1892;32.5;36;2.7
02/01/2018;1700;0;2338.3;34.4;31;2.7
02/01/2018;1800;0;2043.7;34.9;29;1.5
02/01/2018;1900;0;1295.7;34.5;28;1.7
02/01/2018;2000;0;982.9;34.9;25;2.9
02/01/2018;2100;0;180.4;33.9;28;2.8
02/01/2018;2200;0;-3.5;32.6;31;1.9
02/01/2018;2300;0;-3.5;31.5;33;1.5
03/01/2018;0;0;-3.5;30.3;36;2.3
03/01/2018;100;0;-3.5;29.1;49;3.3
03/01/2018;200;0;-3.5;28;53;2.8
03/01/2018;300;0;-3.5;27.1;56;2.4
03/01/2018;400;0;-3.5;25.8;63;3.4
03/01/2018;500;0;-3.5;25.2;67;1.9
03/01/2018;600;0;-3.5;24.5;75;3.1
03/01/2018;700;0;-3.1;24.3;77;2.4
03/01/2018;800;0;-3.5;23.9;79;1.6
03/01/2018;900;0;16.2;23.8;80;2.3
03/01/2018;1000;0;506;25.4;70;3.3
03/01/2018;1100;0;1257.4;27.1;62;2.5
03/01/2018;1200;0;1297.7;28.3;53;2.2
03/01/2018;1300;0;2034.7;31.2;44;1.9
03/01/2018;1400;0;2020.7;31.3;40;2.5
03/01/2018;1500;0;2089.4;33.6;34;1.8
03/01/2018;1600;0;2196.2;33.6;32;2.1
03/01/2018;1700;0;2372.8;36.4;27;1
03/01/2018;1800;.2;1581.9;33.3;36;4.3
03/01/2018;1900;0;1562.9;33.5;32;3.1
03/01/2018;2000;0;479.8;27.9;56;7.3
03/01/2018;2100;.4;48.7;28.8;48;1.3
03/01/2018;2200;0;-3.1;28;56;1.1
03/01/2018;2300;0;-3.5;28.4;50;.9
04/01/2018;0;0;-3.5;28;55;2.4
04/01/2018;100;0;-3.5;28.3;54;2.8
04/01/2018;200;0;-3.5;27.8;56;2.8
04/01/2018;300;0;-3.5;26.9;58;2
04/01/2018;400;0;-3.4;26.2;60;3.2
04/01/2018;500;0;-3.3;25.5;65;2.2
04/01/2018;600;0;-3.5;25;71;2.4
04/01/2018;700;0;-3.5;24.4;75;1.8
04/01/2018;800;0;-3.5;23.9;78;1.7
04/01/2018;900;0;33.8;23.7;81;2.4
04/01/2018;1000;0;555.1;25.2;72;2
04/01/2018;1100;0;1145.5;26.9;61;3.1
04/01/2018;1200;0;1408.3;27.7;51;2.6
04/01/2018;1300;0;1076.2;28.4;51;2.3
04/01/2018;1400;0;1066;29;49;1.8
04/01/2018;1500;0;1900.4;30.9;42;1.8
04/01/2018;1600;0;2228.8;32.6;37;1.8
04/01/2018;1700;0;1757;32.4;37;1.8
04/01/2018;1800;0;1453.9;32.8;35;1.6
04/01/2018;1900;0;1216.3;33.1;33;1
04/01/2018;2000;0;547;33.3;31;1
04/01/2018;2100;0;84.6;32.6;33;.7
04/01/2018;2200;0;-3.5;31.6;36;.7
04/01/2018;2300;0;-3.5;30.8;39;.6
05/01/2018;0;0;-3.5;30.2;41;1
05/01/2018;100;0;-3.3;29.3;54;3.5
05/01/2018;200;0;-3.5;28.2;59;2.1
05/01/2018;300;0;-3.5;27.3;62;3.2
05/01/2018;400;0;-3.5;26.5;65;1.9
05/01/2018;500;0;-3.5;25.8;68;1.7
05/01/2018;600;0;-3.4;25.4;73;2.3
05/01/2018;700;0;-3.5;25;75;1.6
05/01/2018;800;0;-3.4;24.9;76;1.6
05/01/2018;900;0;5.8;24.8;77;1.6
05/01/2018;1000;0;110.4;24.9;76;1.8
05/01/2018;1100;0;339.5;25.8;69;1.6
05/01/2018;1200;0;479.9;26.4;64;2.2
05/01/2018;1300;0;587.3;27.1;61;2
05/01/2018;1400;0;616.6;28.5;53;2.2
05/01/2018;1500;0;934.1;29.2;50;3.5
05/01/2018;1600;0;996.1;29.8;47;3
05/01/2018;1700;0;676;29.6;46;2.4
05/01/2018;1800;0;576.1;29.8;46;2.8
05/01/2018;1900;0;710;30.1;44;3.2
05/01/2018;2000;0;461.1;30;42;3
05/01/2018;2100;0;112.7;29.4;41;2.8
05/01/2018;2200;0;-3.5;28.6;43;1.6
05/01/2018;2300;0;-3.5;27.7;45;.9
06/01/2018;0;0;-3.5;27.1;47;.7
06/01/2018;100;0;-3.5;26.9;49;.8
06/01/2018;200;0;-3.5;26.2;51;.3
06/01/2018;300;0;-3.4;26.1;53;1.1
06/01/2018;400;0;-3.5;25.9;55;.8
06/01/2018;500;0;-3.4;25.6;57;.8
06/01/2018;600;0;-3.5;24.9;58;.9
06/01/2018;700;0;-3.5;24.2;60;.7
06/01/2018;800;0;-2.8;24.1;62;.5
06/01/2018;900;0;6.9;24.6;61;1
06/01/2018;1000;0;222.9;25.7;60;.9
06/01/2018;1100;0;1130.6;27.7;56;2.7
06/01/2018;1200;0;1085.5;27.8;54;2.4
06/01/2018;1300;0;1581.4;30.8;45;3
06/01/2018;1400;0;2747.3;33;35;4.2
06/01/2018;1500;0;3366.1;33.5;33;3.9
06/01/2018;1600;0;1179.4;28.8;52;4.4
06/01/2018;1700;0;776.3;29.1;51;3.5
06/01/2018;1800;0;477.6;30.8;42;2.4
06/01/2018;1900;0;401.5;29.1;46;4.2
06/01/2018;2000;0;191.9;29.3;44;2
06/01/2018;2100;0;25.1;29.6;41;.9
06/01/2018;2200;0;-3.5;28.6;45;.7
06/01/2018;2300;0;-3.5;27.6;49;.5
07/01/2018;0;0;-3.5;27;52;.8
07/01/2018;100;0;-3.5;26.6;53;1.3
07/01/2018;200;0;-3.5;26.2;60;1.9
07/01/2018;300;0;-3.5;25.6;62;1.2
07/01/2018;400;0;-3.5;25;65;.7
07/01/2018;500;0;-3.5;24.8;66;1.3
07/01/2018;600;0;-3.5;24.2;69;1.3
07/01/2018;700;0;-3.5;23.7;72;1.1
07/01/2018;800;0;-3.4;23.2;74;.6
07/01/2018;900;0;8.2;23.2;74;.4
07/01/2018;1000;0;299.8;25.5;67;1.9
07/01/2018;1100;0;922.4;27.2;59;3.4
07/01/2018;1200;0;1626.5;28.7;51;3.2
07/01/2018;1300;0;1976.7;31;43;3.3
07/01/2018;1400;0;2110.9;28.4;48;5.4
07/01/2018;1500;0;2395;32.8;36;3.9
07/01/2018;1600;0;3543.5;34.8;26;4.2
07/01/2018;1700;0;2650.6;34.2;25;3.5
07/01/2018;1800;0;2303.4;35.1;23;3.3
07/01/2018;1900;0;989.6;32.6;31;2.2
07/01/2018;2000;0;890.1;33;29;2.2
07/01/2018;2100;0;130.9;31.5;34;2.9
07/01/2018;2200;0;-3.4;30.1;40;2.1
07/01/2018;2300;0;-3.5;29;43;1.8
08/01/2018;0;0;-3.5;28;46;1.1
08/01/2018;100;0;-3.5;27.1;50;.9
08/01/2018;200;0;-3.5;26.5;53;.9
08/01/2018;300;0;-3.5;25.8;55;1.9
08/01/2018;400;0;-3.5;24.8;62;1.5
08/01/2018;500;0;-3.5;24.2;65;1.1
08/01/2018;600;0;-3.5;23.9;65;1.1
08/01/2018;700;0;-3.5;22.9;67;1
08/01/2018;800;0;-3.5;22.5;69;1.3
08/01/2018;900;0;12.5;22.7;68;.7
08/01/2018;1000;0;477.7;25.5;63;1.3
08/01/2018;1100;0;986.3;25.8;63;2.5
08/01/2018;1200;0;1741.3;28.6;52;3.4
08/01/2018;1300;0;2761.3;31.1;41;4
08/01/2018;1400;0;3307.3;32.9;33;4.2
08/01/2018;1500;0;3480.8;33;31;3.4
08/01/2018;1600;0;3099;34.1;29;3
08/01/2018;1700;0;3326.5;34.9;26;3.5
08/01/2018;1800;0;2390.5;34.3;26;3.9
08/01/2018;1900;0;1896.4;35.3;24;null
08/01/2018;2000;0;1171;34.3;24;3.6
08/01/2018;2100;0;270.8;33.1;26;3.5
08/01/2018;2200;0;-3.4;31.7;29;1.7
08/01/2018;2300;0;-3.5;30.9;30;1.8
09/01/2018;0;0;-3.5;29.5;33;1.3
09/01/2018;100;0;-3.5;28.3;42;2.3
09/01/2018;200;0;-3.5;27.5;54;2.7
09/01/2018;300;0;-3.5;26.4;58;2.3
09/01/2018;400;0;-3.5;25.7;62;2.2
09/01/2018;500;0;-3.5;25;65;2
09/01/2018;600;0;-3.5;24.6;68;1.8
09/01/2018;700;0;-3.5;24;69;1.1
09/01/2018;800;0;-3.5;24;70;1.2
09/01/2018;900;0;15.3;23.4;74;1.2
09/01/2018;1000;0;163.2;23.8;76;1.2
09/01/2018;1100;0;261.1;24.7;71;.8
09/01/2018;1200;0;1280.1;26.5;63;1.2
09/01/2018;1300;0;1823.8;28.8;54;1.2
09/01/2018;1400;0;1822.3;30.3;46;1.4
09/01/2018;1500;0;1931.7;31.5;43;1.3
09/01/2018;1600;0;2312.1;33.9;33;2.3
09/01/2018;1700;0;3414.7;35.5;28;null
09/01/2018;1800;0;655.7;33.7;31;2.3
09/01/2018;1900;0;648.7;33.9;31;2.5
09/01/2018;2000;0;400.2;33.4;31;3.5
09/01/2018;2100;4.2;74.9;26.6;71;1
09/01/2018;2200;0;.4;27.7;66;1.8
09/01/2018;2300;0;1.9;27.7;62;1.2
10/01/2018;0;0;-1.5;27.4;63;.5
10/01/2018;100;0;-3.2;27.8;58;1
10/01/2018;200;0;-3.4;27.2;64;2.5
10/01/2018;300;0;-3.5;26.5;66;1.5
10/01/2018;400;0;-3.5;26;69;1.5
10/01/2018;500;0;-3.5;25.5;72;1.1
10/01/2018;600;0;-3.3;25.1;73;1
10/01/2018;700;0;-3.5;24.7;75;1.3
10/01/2018;800;0;-3.4;24.3;78;1
10/01/2018;900;0;11;24.1;81;.6
10/01/2018;1000;0;320.8;25.4;76;.9
10/01/2018;1100;0;875.5;26.9;64;2.6
10/01/2018;1200;0;1341.2;28;60;2
10/01/2018;1300;0;1408.6;29.7;53;2.8
10/01/2018;1400;0;1383.4;30.5;44;2.8
10/01/2018;1500;0;1526.4;31.4;41;1.8
10/01/2018;1600;0;2273.7;33.9;33;2.9
10/01/2018;1700;0;1906.9;33.7;30;3.7
10/01/2018;1800;0;1402;34.4;27;3.3
10/01/2018;1900;0;1151;33.9;27;2.2
10/01/2018;2000;0;354.5;32.1;33;4.3
10/01/2018;2100;0;79.8;30.7;34;3.8
10/01/2018;2200;0;-3.5;29.6;41;3.7
10/01/2018;2300;0;-3.5;29.1;42;2.7
11/01/2018;0;0;-3.5;28.6;42;1.2
11/01/2018;100;0;-3.5;28.2;42;2.1
11/01/2018;200;0;-3.5;27.8;45;1.6
11/01/2018;300;0;-3.5;26.9;53;2.3
11/01/2018;400;0;-3.5;26.3;58;2.8
11/01/2018;500;0;-3.5;25.7;60;2.1
11/01/2018;600;0;-3.5;25.4;61;1.5
11/01/2018;700;0;-3.5;24.9;63;1.2
11/01/2018;800;0;-2.6;25.3;64;2.2
11/01/2018;900;0;1.6;24.9;65;1.5
11/01/2018;1000;0;51.6;24.9;67;1.3
11/01/2018;1100;0;479.9;26.2;62;2.1
11/01/2018;1200;0;910;27.1;58;3.1
11/01/2018;1300;0;1850.6;29.3;51;3.3
11/01/2018;1400;0;2788.7;31.3;43;4
11/01/2018;1500;0;2794.6;32.3;36;3.9
11/01/2018;1600;0;2286.1;31;40;5.5
11/01/2018;1700;0;1808.1;31.5;35;4.4
11/01/2018;1800;0;784.6;31.1;38;2.6
11/01/2018;1900;0;763.1;31.4;36;.9
11/01/2018;2000;2;135.7;24.2;75;3.8
11/01/2018;2100;.4;65.9;25.1;71;1.8
11/01/2018;2200;0;.5;25.4;73;1.6
11/01/2018;2300;0;-3.1;25.6;68;1.3
12/01/2018;0;0;-3.5;25.1;73;.6
12/01/2018;100;0;-3.5;25.1;73;.3
12/01/2018;200;0;-3.3;25.1;79;1.4
12/01/2018;300;0;-3.5;24.6;74;.6
12/01/2018;400;0;-3.3;24.8;74;.6
12/01/2018;500;0;-3.5;24.9;67;1.9
12/01/2018;600;0;-3.4;24.4;68;1.7
12/01/2018;700;0;-3.5;23.8;70;1.1
12/01/2018;800;0;-3.3;23.6;71;.4
12/01/2018;900;0;15.3;23.5;74;.3
12/01/2018;1000;0;198.8;24.3;70;.7
12/01/2018;1100;0;1081.9;26.3;62;1.3
12/01/2018;1200;0;1975.7;28;53;3.4
12/01/2018;1300;0;2843;30.9;42;3.4
12/01/2018;1400;0;2195.1;31.3;43;3.6
12/01/2018;1500;0;2215.7;31.3;43;4.1
12/01/2018;1600;0;2583.5;32.1;41;2.5
12/01/2018;1700;0;3071.2;34.6;32;2.2
12/01/2018;1800;0;2569.3;35;30;null
12/01/2018;1900;0;1322.1;33.4;31;2
12/01/2018;2000;0;228.6;29.5;46;2.2
12/01/2018;2100;0;57.4;30.2;45;1.7
12/01/2018;2200;0;-3.3;30.1;45;.7
12/01/2018;2300;0;-3.5;29.5;46;.7
13/01/2018;0;0;-3.5;28.7;55;1.2
13/01/2018;100;0;-3.5;28.8;51;1.1
13/01/2018;200;0;-3.5;28.4;52;3
13/01/2018;300;0;-3.5;27.3;57;2.6
13/01/2018;400;0;-3.4;26.8;59;2.1
13/01/2018;500;0;-3.5;26.2;61;2.1
13/01/2018;600;0;-3.5;25.5;63;1.4
13/01/2018;700;0;-3.5;25;66;1.4
13/01/2018;800;0;-3.5;24.7;67;1.2
13/01/2018;900;0;11.4;23.9;72;1.1
13/01/2018;1000;0;512.2;26;62;1.6
13/01/2018;1100;0;1191.9;26.7;60;2.2
13/01/2018;1200;0;903.2;27.8;55;2.2
13/01/2018;1300;0;761.6;29.4;51;2.5
13/01/2018;1400;0;2834.4;32.8;40;2.7
13/01/2018;1500;0;2756.9;34;34;2.9
13/01/2018;1600;0;2888.9;35.3;32;null
13/01/2018;1700;0;2998.5;35.3;28;2.9
13/01/2018;1800;0;2710.6;36;25;4.5
13/01/2018;1900;0;667.8;34.4;28;3.8
13/01/2018;2000;0;539.6;34;28;2.7
13/01/2018;2100;0;119.7;33.5;30;3.2
13/01/2018;2200;0;-3.5;31.6;36;2.9
13/01/2018;2300;0;-3.5;30.6;40;.7
14/01/2018;0;0;-3.5;30.2;41;.3
14/01/2018;100;0;-3.5;28.7;59;2.5
14/01/2018;200;0;-3.5;28;61;1.9
14/01/2018;300;0;-3.5;27.4;63;1.8
14/01/2018;400;0;-3.5;27.1;64;1.3
14/01/2018;500;0;-3.4;26.7;64;1.2
14/01/2018;600;0;-3.4;26.7;54;1.8
14/01/2018;700;0;-3.4;26.5;58;2.4
14/01/2018;800;0;-2.8;26.1;63;2.1
14/01/2018;900;0;12.7;25.8;65;2
14/01/2018;1000;0;252.2;26.1;61;3.7
14/01/2018;1100;0;626.6;27.2;58;3.9
14/01/2018;1200;0;1185.8;28.6;52;4
14/01/2018;1300;0;2367.9;31.5;42;5
14/01/2018;1400;0;3366.8;32.9;36;4.3
14/01/2018;1500;0;2561.4;33.5;33;3.9
14/01/2018;1600;0;2479.9;33.7;32;3.7
14/01/2018;1700;0;2369.1;35.2;27;4.5
14/01/2018;1800;0;2929;35.6;25;5
14/01/2018;1900;0;1951.7;35.6;24;null
14/01/2018;2000;0;1151.1;35.1;24;3.3
14/01/2018;2100;0;289.9;34.2;26;3.1
14/01/2018;2200;0;-1.3;27.7;55;4
14/01/2018;2300;0;-3.5;26.7;57;1.9
15/01/2018;0;0;-3.5;26.2;61;2
15/01/2018;100;0;-3.5;26.2;61;1.3
15/01/2018;200;0;-3.3;25.8;64;1.2
15/01/2018;300;0;-3.5;25.9;62;1.1
15/01/2018;400;0;-3.5;25.8;61;1.4
15/01/2018;500;0;-3.5;26.5;58;3.9
15/01/2018;600;0;-3.4;26.1;62;4
15/01/2018;700;0;-3.4;25.8;64;3
15/01/2018;800;0;-3.5;25.2;68;2.7
15/01/2018;900;0;15.9;25;70;2.7
15/01/2018;1000;0;409.9;26.1;64;2.2
15/01/2018;1100;0;1280.3;28.2;54;4.3
15/01/2018;1200;0;2002.5;30.3;44;4.2
15/01/2018;1300;0;2279.9;31;39;5.2
15/01/2018;1400;0;3026.4;33.9;30;4.9
15/01/2018;1500;0;3312.3;34.4;26;4.5
15/01/2018;1600;0;2853;33.7;25;5.3
15/01/2018;1700;0;1823.5;35.4;22;4.6
15/01/2018;1800;0;2429.4;35.7;21;4.2
15/01/2018;1900;0;1589.1;35;21;2.8
15/01/2018;2000;0;1012;34.9;20;3.7
15/01/2018;2100;0;307.2;33.6;22;3.1
15/01/2018;2200;0;-2.9;32.3;23;1.8
15/01/2018;2300;0;-3.5;30.9;26;1.7
16/01/2018;0;0;-3.5;30;45;5
16/01/2018;100;0;-3.5;29;49;4.8
16/01/2018;200;0;-3.5;28.5;50;4.8
16/01/2018;300;0;-3.5;27.7;51;4.3
16/01/2018;400;0;-3.5;26.9;53;2.2
16/01/2018;500;0;-3.5;26.6;54;1
16/01/2018;600;0;-3.4;26.3;55;1.9
16/01/2018;700;0;-3.5;25.8;57;1.3
16/01/2018;800;0;-3.5;25.2;59;1.2
16/01/2018;900;0;6.7;24.6;62;.7
16/01/2018;1000;0;312.4;25.9;56;2.2
16/01/2018;1100;0;899.2;26.8;52;2.6
16/01/2018;1200;0;1561.6;29.4;43;2.2
16/01/2018;1300;0;2750.9;31.8;35;3
16/01/2018;1400;0;3373.2;34.5;26;3.6
16/01/2018;1500;0;3701.8;35;23;4.5
16/01/2018;1600;0;3675;36.2;23;4.5
16/01/2018;1700;0;3105.5;36.7;23;4.1
16/01/2018;1800;0;2691.3;35.8;23;4.1
16/01/2018;1900;0;2218.3;36.3;21;null
16/01/2018;2000;0;1335.9;35;23;3.8
16/01/2018;2100;0;336.9;33.6;25;3.1
16/01/2018;2200;0;-3;32.4;27;2
16/01/2018;2300;0;-3.5;30.9;30;1.4
17/01/2018;0;0;-3.5;30.3;30;1.6
17/01/2018;100;0;-3.5;29.1;32;1
17/01/2018;200;0;-3.5;27.9;34;.5
17/01/2018;300;0;-3.5;27.1;36;.6
17/01/2018;400;0;-3.5;26.4;37;1
17/01/2018;500;0;-3.5;26.5;41;1.6
17/01/2018;600;0;-3.5;25.6;49;1.6
17/01/2018;700;0;-3.5;25.3;55;1.3
17/01/2018;800;0;-2.4;25.1;61;1.5
17/01/2018;900;0;2.4;25.3;62;1.1
17/01/2018;1000;0;379.9;26.6;62;2.2
17/01/2018;1100;0;1240.6;28.6;54;2.8
17/01/2018;1200;0;1818.2;30.1;46;3.8
17/01/2018;1300;0;2648.8;32.3;37;3.5
17/01/2018;1400;0;2700.6;33.5;33;3.5
17/01/2018;1500;0;3577.1;35.2;29;3.2
17/01/2018;1600;0;3362.3;36.5;26;3.1
17/01/2018;1700;0;2533.9;36.3;25;3
17/01/2018;1800;0;1455.8;35.4;24;3.5
17/01/2018;1900;0;1491.6;35.5;23;3.5
17/01/2018;2000;0;489.4;34.9;24;2.5
17/01/2018;2100;0;161.2;34.5;23;2.6
17/01/2018;2200;0;-2.9;33.8;23;1.9
17/01/2018;2300;0;-3.5;32.9;23;2.2
18/01/2018;0;0;-3.5;31.3;25;1.4
18/01/2018;100;0;-3.5;29.7;28;.7
18/01/2018;200;0;-3.5;29.4;31;.9
18/01/2018;300;0;-3.5;28.6;43;2.2
18/01/2018;400;0;-3.5;27.9;45;1.4
18/01/2018;500;0;-3.5;27.4;54;2.6
18/01/2018;600;0;-3.5;26.9;57;3.4
18/01/2018;700;0;-3.5;26.4;59;3.1
18/01/2018;800;0;-3.5;25.9;61;1.9
18/01/2018;900;0;11.7;25.7;64;2.4
18/01/2018;1000;0;374.9;26.5;63;2.9
18/01/2018;1100;0;526.9;27.4;60;2.9
18/01/2018;1200;0;1080.9;28.7;54;3.7
18/01/2018;1300;0;1999.8;30.9;43;4.4
18/01/2018;1400;0;1573.7;31.3;42;2.6
18/01/2018;1500;0;2437.6;32;43;3.7
18/01/2018;1600;0;2468.8;32.6;39;2.7
18/01/2018;1700;0;947.9;31.9;45;1.9
18/01/2018;1800;.8;1185.1;29.9;53;4.3
18/01/2018;1900;0;1173.9;31.5;42;3.2
18/01/2018;2000;0;637.3;31.4;42;2.4
18/01/2018;2100;0;109;30;45;3.4
18/01/2018;2200;0;-3.5;28.9;54;.6
18/01/2018;2300;0;-3.3;27.7;58;3.4
19/01/2018;0;0;-3.5;27.1;61;2.2
19/01/2018;100;0;-3.5;26.7;63;2
19/01/2018;200;0;-3.5;26.3;65;2.3
19/01/2018;300;0;-3.1;25.8;69;2.3
19/01/2018;400;0;-2.7;25.5;71;2.1
19/01/2018;500;0;-3.5;24.9;73;1.2
19/01/2018;600;0;-3.5;24.3;78;1.7
19/01/2018;700;0;-3;24.3;78;1
19/01/2018;800;0;-3.2;24.4;78;1.2
19/01/2018;900;0;8.1;24.2;79;1.7
19/01/2018;1000;0;225.3;24.7;78;1.3
19/01/2018;1100;0;757.4;27.3;64;1.9
19/01/2018;1200;0;1457.3;28.2;57;3
19/01/2018;1300;0;1950;31;47;3.7
19/01/2018;1400;0;1980.7;31.8;39;4
19/01/2018;1500;0;2436.5;32.7;38;2.7
19/01/2018;1600;0;2470.5;33.8;33;2.3
19/01/2018;1700;0;2552.1;36.1;28;2.7
19/01/2018;1800;0;2012.8;35.9;27;2.7
19/01/2018;1900;0;1660.5;36;26;3.4
19/01/2018;2000;0;1228.7;34.9;28;1.7
19/01/2018;2100;0;334.1;33.5;30;1.6
19/01/2018;2200;0;-2.3;29.2;49;4.4
19/01/2018;2300;0;-2.8;26;68;4.9
20/01/2018;0;1.2;-1.1;23.4;83;5.2
20/01/2018;100;4.8;-2.6;22.6;88;3.2
20/01/2018;200;1.4;-2.9;22.5;88;.7
20/01/2018;300;.4;-3.5;22.9;88;1.2
20/01/2018;400;0;-2.9;22.7;89;1.5
20/01/2018;500;0;-2.9;22.6;88;.7
20/01/2018;600;0;-2.7;22.6;89;.9
20/01/2018;700;0;-3.2;22.6;89;.9
20/01/2018;800;0;-2.7;22.7;88;.5
20/01/2018;900;0;5.5;22.8;89;.8
20/01/2018;1000;0;197.7;23.7;87;1.2
20/01/2018;1100;0;859.4;24.9;77;1.4
20/01/2018;1200;0;1770.7;26.4;66;2.8
20/01/2018;1300;0;2216.6;28.8;56;3
20/01/2018;1400;0;1790.4;29.6;52;2.2
20/01/2018;1500;0;2009.9;31.5;45;2.6
20/01/2018;1600;0;2665.8;31.5;44;1.5
20/01/2018;1700;0;1645.9;32.4;37;1.9
20/01/2018;1800;0;2376.1;34.7;33;2.3
20/01/2018;1900;0;1988.7;34.4;31;2
20/01/2018;2000;0;1206.3;34.3;32;.8
20/01/2018;2100;0;381.7;33;33;1.7
20/01/2018;2200;0;-2.3;30.2;48;1
20/01/2018;2300;.8;-3.4;27.1;65;3.7
21/01/2018;0;0;-1.7;26.8;60;4.8
21/01/2018;100;0;-3.5;26.6;58;1.8
21/01/2018;200;0;-3.5;26;62;.5
21/01/2018;300;0;-3.5;25.6;68;1
21/01/2018;400;0;-3.5;25.1;71;.8
21/01/2018;500;0;-3.5;24.7;71;.5
21/01/2018;600;0;-3.5;24.4;75;.5
21/01/2018;700;0;-3.5;24.2;76;.6
21/01/2018;800;0;-3.4;24.1;80;1.3
21/01/2018;900;0;6.2;24.1;81;1.3
21/01/2018;1000;0;420.2;26;72;1.9
21/01/2018;1100;0;1264.4;27.5;64;3.5
21/01/2018;1200;0;1832.8;29.2;53;4.3
21/01/2018;1300;0;2872.6;30.7;48;4.3
21/01/2018;1400;0;2798.8;32.2;42;4.8
21/01/2018;1500;0;2333.6;33.1;39;2.7
21/01/2018;1600;0;2400;33.9;37;2.8
21/01/2018;1700;0;2164.3;33.6;33;3.4
21/01/2018;1800;0;2454.3;35;31;3
21/01/2018;1900;0;1760.5;34.9;28;3
21/01/2018;2000;0;370.8;33.7;30;2.9
21/01/2018;2100;0;72.8;33;32;3.2
21/01/2018;2200;0;-3.5;31.9;34;2.1
21/01/2018;2300;0;-3.5;31;38;1.8
22/01/2018;0;0;-3.5;30.6;38;2.2
22/01/2018;100;0;-3.4;27.7;61;2.9
22/01/2018;200;0;-3.5;26.8;66;1.9
22/01/2018;300;0;-3.5;26.1;68;2.8
22/01/2018;400;0;-3.5;25.7;71;1.9
22/01/2018;500;0;-3.5;25.2;74;1.8
22/01/2018;600;0;-3.5;25;74;1.1
22/01/2018;700;0;-3.5;24.9;73;1.7
22/01/2018;800;0;-3.5;24.4;76;1.2
22/01/2018;900;0;3.4;24.2;78;1.4
22/01/2018;1000;0;194.1;24.9;75;.9
22/01/2018;1100;0;591.4;26.2;67;3
22/01/2018;1200;0;512.8;27;62;3.3
22/01/2018;1300;0;1548.5;29.3;49;3.6
22/01/2018;1400;0;967;30.5;46;3.1
22/01/2018;1500;0;1912.3;30.8;45;3.5
22/01/2018;1600;0;2046.6;32.1;42;3
22/01/2018;1700;0;2422.2;32.9;38;3.3
22/01/2018;1800;0;1876.1;34.1;33;3.8
22/01/2018;1900;0;2196.9;34.4;31;null
22/01/2018;2000;0;541.1;33.1;33;3
22/01/2018;2100;0;55.4;29.3;47;2
22/01/2018;2200;0;-3.5;30.3;45;1.6
22/01/2018;2300;0;-3.5;30.5;35;2.3
23/01/2018;0;0;-3.5;29.9;30;1.1
23/01/2018;100;0;-3.5;28.7;33;.6
23/01/2018;200;0;-3.5;29;33;.9
23/01/2018;300;0;-3.5;27.5;59;1.6
23/01/2018;400;0;-3.5;26.9;63;1.4
23/01/2018;500;0;-3.5;26.5;65;2.2
23/01/2018;600;0;-3.5;26;68;2
23/01/2018;700;0;-3.5;25.7;69;1.5
23/01/2018;800;0;-3.5;25.4;71;.8
23/01/2018;900;0;3.7;25.5;68;1.4
23/01/2018;1000;0;259.5;26.4;64;2.1
