data;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, VELOCIDADE HORARIA(m/s)
01/07/2021;700;0;0;23.1;86;.8
01/07/2021;800;0;.3;23.6;85;1.2
01/07/2021;900;0;1.9;23.7;84;.9
01/07/2021;1000;0;274.8;24.8;78;1.7
01/07/2021;1100;0;833.2;26.6;70;2.1
01/07/2021;1200;0;1139.7;27.7;66;3.6
01/07/2021;1300;0;2165.6;29.2;57;4.1
01/07/2021;1400;0;1504.6;30.1;55;3.7
01/07/2021;1500;0;1875.8;31.9;51;3.8
01/07/2021;1600;0;2025.5;31.6;49;3.3
01/07/2021;1700;0;2171.8;30.9;60;3.1
01/07/2021;1800;0;2242;33.2;44;3.7
01/07/2021;1900;0;1550.4;32.7;46;4.1
01/07/2021;2000;0;329.2;32;46;3.3
01/07/2021;2100;0;56.8;29.7;52;2.2
01/07/2021;2200;0;0;28.6;56;1.8
01/07/2021;2300;0;0;28.2;58;1.8
02/07/2021;0;0;0;26.2;71;1.7
02/07/2021;100;0;0;25.3;76;1.7
02/07/2021;200;0;0;24.9;79;1.2
02/07/2021;300;0;0;25.3;74;1
02/07/2021;400;0;0;25.3;72;2
02/07/2021;500;0;0;24.9;74;1.9
02/07/2021;600;0;0;24.6;78;2.3
02/07/2021;700;2.4;.4;21.9;95;1.9
02/07/2021;800;.2;.1;22;96;1.1
02/07/2021;900;0;2.3;21.8;94;1.8
02/07/2021;1000;0;183.1;22.1;92;2.1
02/07/2021;1100;0;623.4;23;88;1.5
02/07/2021;1200;0;1054.2;25.1;80;2
02/07/2021;1300;0;1180.1;26.6;70;3.4
02/07/2021;1400;0;2173;28.9;63;3.6
02/07/2021;1500;0;2116.9;30.3;56;3.3
02/07/2021;1600;0;1611.4;30.9;53;3.8
02/07/2021;1700;0;1607.7;29.1;59;4.2
02/07/2021;1800;0;663.3;28.7;57;3.4
02/07/2021;1900;0;756.1;28.5;59;4.1
02/07/2021;2000;0;363.7;27.5;61;3.2
02/07/2021;2100;0;65.5;25.9;66;2.3
02/07/2021;2200;0;0;25.1;69;2.1
02/07/2021;2300;0;0;24.9;70;2.2
03/07/2021;0;0;0;24.4;74;1.4
03/07/2021;100;0;0;23.3;78;1.1
03/07/2021;200;0;0;22.7;81;1
03/07/2021;300;0;0;22.1;84;.7
03/07/2021;400;0;0;22.1;84;.7
03/07/2021;500;0;0;21.4;87;.4
03/07/2021;600;0;0;21.3;86;1.1
03/07/2021;700;0;0;20.6;89;1.1
03/07/2021;800;0;0;20.4;89;1.3
03/07/2021;900;0;1.2;20.2;90;1.3
03/07/2021;1000;0;290;23.1;76;1.7
03/07/2021;1100;0;1123.8;25.4;64;3
03/07/2021;1200;0;1918.5;27.6;54;3.5
03/07/2021;1300;0;2579.3;29.5;46;3.7
03/07/2021;1400;0;3045;30.5;42;4.3
03/07/2021;1500;0;3258.8;32.1;42;3.6
03/07/2021;1600;0;2854.4;32.6;40;3.8
03/07/2021;1700;0;2610;34;37;3.6
03/07/2021;1800;0;1995.6;31.9;40;3.3
03/07/2021;1900;0;1208.5;31.8;38;3.3
03/07/2021;2000;0;320.8;31.7;39;3.2
03/07/2021;2100;0;97.7;30.1;44;2.7
03/07/2021;2200;0;0;28.6;49;3.1
03/07/2021;2300;null;null;null;null;null
04/07/2021;0;0;0;27.1;54;1.8
04/07/2021;100;0;0;26.1;59;1.8
04/07/2021;200;0;0;26;62;3.3
04/07/2021;300;0;0;25.6;65;1.8
04/07/2021;400;0;0;25.4;66;2.5
04/07/2021;500;0;0;24.5;69;1.5
04/07/2021;600;null;null;null;null;null
04/07/2021;700;0;0;23.9;72;1.9
04/07/2021;800;0;0;23.8;72;4.3
04/07/2021;900;0;1.5;22.8;75;3.5
04/07/2021;1000;0;358.1;24;67;2.2
04/07/2021;1100;0;640.2;24.6;66;2.7
04/07/2021;1200;0;1232.9;25.8;63;3.4
04/07/2021;1300;0;1596.9;27.2;59;2.9
04/07/2021;1400;0;1915.2;27.5;59;4.1
04/07/2021;1500;0;1732.5;28.3;53;3.2
04/07/2021;1600;0;1880.2;30.1;49;3.6
04/07/2021;1700;0;2347.4;30.9;45;2.8
04/07/2021;1800;0;1164.3;29.9;47;3.3
04/07/2021;1900;0;643.1;30.2;46;2.1
04/07/2021;2000;0;328.1;29.6;46;3.1
04/07/2021;2100;0;43.8;28.4;49;1.6
04/07/2021;2200;0;0;27.3;52;2
04/07/2021;2300;0;0;25.5;57;1
05/07/2021;0;0;0;24.5;60;1.1
05/07/2021;100;0;0;23.6;64;.9
05/07/2021;200;0;0;22.7;67;.6
05/07/2021;300;0;0;22.2;70;.5
05/07/2021;400;0;0;21.2;75;.8
05/07/2021;500;0;0;20.8;79;1.1
05/07/2021;600;0;0;20.1;82;1.4
05/07/2021;700;0;0;20.1;84;1.5
05/07/2021;800;0;0;21.7;85;2.1
05/07/2021;900;0;2.2;21.7;87;2.7
05/07/2021;1000;0;291.8;23.4;80;1.4
05/07/2021;1100;0;1058;25.7;72;3
05/07/2021;1200;0;1904.4;29;57;3.1
05/07/2021;1300;0;1700;29.3;54;3.2
05/07/2021;1400;0;2458.7;30;51;4.4
05/07/2021;1500;0;2346.2;31.2;47;2.7
05/07/2021;1600;0;2511.4;30.6;46;3.6
05/07/2021;1700;0;1488.8;31.3;46;2.7
05/07/2021;1800;0;1121;31;45;2.4
05/07/2021;1900;0;1229.6;32.3;43;2.9
05/07/2021;2000;0;374.7;30.5;44;2.1
05/07/2021;2100;0;78.2;29.5;46;2
05/07/2021;2200;0;0;27.9;51;1.1
05/07/2021;2300;0;0;26.8;55;1.2
06/07/2021;0;0;0;25.4;60;1.2
06/07/2021;100;0;0;24.5;63;.9
06/07/2021;200;0;0;24;66;1.6
06/07/2021;300;0;0;22.6;72;1.3
06/07/2021;400;0;0;22;75;1.2
06/07/2021;500;0;0;21;81;1.5
06/07/2021;600;0;0;21.1;80;.7
06/07/2021;700;0;0;20.5;82;1.1
06/07/2021;800;0;0;19.7;85;1.3
06/07/2021;900;0;1.7;19.4;86;1.4
06/07/2021;1000;0;300;22.3;76;1.5
06/07/2021;1100;0;1126.9;26;61;2.5
06/07/2021;1200;0;1929.2;27.4;55;3.6
06/07/2021;1300;0;2589;30.3;47;2.4
06/07/2021;1400;0;3058.3;31.8;42;2.6
06/07/2021;1500;0;2999.5;32.6;37;2.7
06/07/2021;1600;0;3372.4;34.2;35;2.8
06/07/2021;1700;0;2774.6;33.4;37;2
06/07/2021;1800;0;1716.5;32.7;36;1.3
06/07/2021;1900;0;1405;34.1;31;1.6
06/07/2021;2000;0;263.9;33.3;32;2.2
06/07/2021;2100;0;44.1;30.6;38;1
06/07/2021;2200;0;0;28.5;45;1.5
06/07/2021;2300;0;0;27.8;50;2.4
07/07/2021;0;0;0;26.9;54;1.6
07/07/2021;100;0;0;25.9;57;1
07/07/2021;200;0;0;24.7;61;1.3
07/07/2021;300;0;0;23.9;66;.8
07/07/2021;400;0;0;22.6;72;1.2
07/07/2021;500;0;0;22.3;72;.4
07/07/2021;600;0;0;22.2;72;.5
07/07/2021;700;0;0;21.5;76;.5
07/07/2021;800;0;0;20.7;80;1.1
07/07/2021;900;0;2.5;20.1;80;.6
07/07/2021;1000;0;302.6;23;67;.8
07/07/2021;1100;0;1066.2;25.9;60;1.7
07/07/2021;1200;0;1919.5;28.3;50;2.9
07/07/2021;1300;0;2589.9;29.9;48;2.4
07/07/2021;1400;0;2930.3;30.5;49;3.6
07/07/2021;1500;0;3002.4;31.9;43;2.7
07/07/2021;1600;0;2919.7;33.5;40;2
07/07/2021;1700;0;2785.3;33.5;37;2
07/07/2021;1800;0;2113.7;33.9;35;2.9
07/07/2021;1900;0;1303.2;32.8;37;2.2
07/07/2021;2000;0;295;31.7;41;3.5
07/07/2021;2100;0;46.4;29.9;45;2.4
07/07/2021;2200;0;0;28.5;49;1.8
07/07/2021;2300;0;0;27.1;53;1.6
08/07/2021;0;0;0;26.3;55;1.4
08/07/2021;100;0;0;25.4;59;.6
08/07/2021;200;0;0;24.5;62;1.1
08/07/2021;300;0;0;23.9;68;1.3
08/07/2021;400;0;0;24.2;66;1.1
08/07/2021;500;0;0;23.2;71;1.8
08/07/2021;600;0;0;22.2;76;1.3
08/07/2021;700;0;0;21.7;78;1.3
08/07/2021;800;0;0;21.4;78;1.2
08/07/2021;900;0;2.2;20.6;81;1.1
08/07/2021;1000;null;null;null;null;null
08/07/2021;1100;0;1132.4;26;60;3.3
08/07/2021;1200;0;1938.9;27.9;54;3.6
08/07/2021;1300;0;2537.3;29.9;50;3.4
08/07/2021;1400;0;2954.3;31.2;45;2.7
08/07/2021;1500;0;3607.2;32.8;41;2.5
08/07/2021;1600;0;3029.9;32.2;39;3.3
08/07/2021;1700;0;2528.5;33.7;38;2.7
08/07/2021;1800;0;2200.8;34;36;2.4
08/07/2021;1900;0;1718.3;34;34;2.6
08/07/2021;2000;0;271.3;33.2;34;2.2
08/07/2021;2100;0;43.8;30.7;40;2.2
08/07/2021;2200;0;0;29.2;44;2.7
08/07/2021;2300;0;0;27.9;48;2.5
09/07/2021;0;0;0;26.9;52;1.6
09/07/2021;100;0;0;25;59;1.2
09/07/2021;200;0;0;24.5;62;1.6
09/07/2021;300;0;0;23.5;67;1.5
09/07/2021;400;0;0;22.4;72;.9
09/07/2021;500;0;0;22.5;71;1.4
09/07/2021;600;0;0;22.4;71;1.3
09/07/2021;700;0;0;21.8;76;1.1
09/07/2021;800;0;0;20.9;80;.8
09/07/2021;900;0;2.2;20.4;85;1
09/07/2021;1000;0;154.2;21.4;80;1.2
09/07/2021;1100;0;780.7;25.3;63;2.6
09/07/2021;1200;0;1712.7;27.4;56;3.7
09/07/2021;1300;0;2383.3;28.9;53;3.8
09/07/2021;1400;0;2109;30.2;48;3.4
09/07/2021;1500;0;2325.5;30.1;46;3.2
09/07/2021;1600;0;3040.5;31.6;42;4
09/07/2021;1700;0;1911.1;32.6;39;3.2
09/07/2021;1800;0;1352.2;31.5;41;2.8
09/07/2021;1900;0;897.3;31.3;41;3.3
09/07/2021;2000;0;376.5;30.7;41;2.7
09/07/2021;2100;0;62.5;29.5;44;2.1
09/07/2021;2200;0;0;28.7;48;2
09/07/2021;2300;0;0;28.1;50;1.6
10/07/2021;0;0;0;26.9;55;1.4
10/07/2021;100;0;0;25.5;58;1.1
10/07/2021;200;0;0;24.3;61;1.5
10/07/2021;300;0;0;23.7;64;.5
10/07/2021;400;0;0;23.1;66;.9
10/07/2021;500;0;0;22.3;69;.5
10/07/2021;600;0;0;22.4;71;.5
10/07/2021;700;0;0;21;77;1.8
10/07/2021;800;0;0;21;82;1
10/07/2021;900;0;2.1;21.3;82;1.1
10/07/2021;1000;0;126.1;22.7;81;.9
10/07/2021;1100;0;855.3;25.9;71;2.3
10/07/2021;1200;0;1907.5;29;56;3.9
10/07/2021;1300;0;2387.3;30;48;4.1
10/07/2021;1400;0;3060.2;31.1;44;4.7
10/07/2021;1500;0;3269.3;33.4;36;3.2
10/07/2021;1600;0;3144.6;33.4;35;4.1
10/07/2021;1700;0;2179.7;32;37;4.1
10/07/2021;1800;0;2063;33;36;3.5
10/07/2021;1900;0;1225.4;32.1;37;3
10/07/2021;2000;0;273;31.5;38;4
10/07/2021;2100;0;62.4;30;39;2.8
10/07/2021;2200;0;0;28.5;42;1.3
10/07/2021;2300;0;0;27.5;45;1.4
11/07/2021;0;0;0;26.7;48;1.7
11/07/2021;100;0;0;26.3;50;1.9
11/07/2021;200;0;0;24.7;55;.7
11/07/2021;300;0;0;23.2;63;.6
11/07/2021;400;0;0;23.3;62;1
11/07/2021;500;0;0;23.6;67;1.4
11/07/2021;600;0;0;22.4;71;.8
11/07/2021;700;0;0;22.4;72;.7
11/07/2021;800;0;0;21.4;78;.5
11/07/2021;900;0;1.8;21;79;.4
11/07/2021;1000;0;175.6;23.3;75;.6
11/07/2021;1100;0;598.4;25;73;1.1
11/07/2021;1200;0;840.7;24.8;78;2.4
11/07/2021;1300;.6;504.5;23.4;94;1.8
11/07/2021;1400;.8;1196.9;22.8;88;5
11/07/2021;1500;.2;1045.2;24.7;81;2.6
11/07/2021;1600;0;1372.2;27.9;65;2.1
11/07/2021;1700;0;1788.2;29;58;2.2
11/07/2021;1800;0;1679.6;29.7;54;3.5
11/07/2021;1900;0;947;29.5;52;2.9
11/07/2021;2000;0;325.7;29.1;54;1.8
11/07/2021;2100;0;40.2;28.2;57;1.3
11/07/2021;2200;0;0;27.4;61;.8
11/07/2021;2300;0;0;27;61;1.4
12/07/2021;0;0;0;25.3;67;1.3
12/07/2021;100;0;null;24.4;71;1.1
12/07/2021;200;0;0;23.6;75;.9
12/07/2021;300;0;0;22.5;80;.6
12/07/2021;400;0;0;21.8;85;1.4
12/07/2021;500;0;0;21.5;84;1
12/07/2021;600;0;0;20.8;87;.6
12/07/2021;700;0;0;20.6;87;.4
12/07/2021;800;0;0;20.5;86;.6
12/07/2021;900;0;2.4;20.7;84;.9
12/07/2021;1000;0;305.7;23.3;73;1.3
12/07/2021;1100;0;1103.3;26;64;2.6
12/07/2021;1200;0;1825.6;27.8;58;3.7
12/07/2021;1300;0;1984.5;28.9;54;4.1
12/07/2021;1400;0;2991.7;31.1;47;3.2
12/07/2021;1500;0;2091.2;31.8;43;4.1
12/07/2021;1600;0;2495.6;33.1;38;3.4
12/07/2021;1700;0;2552.3;32.5;39;3.2
12/07/2021;1800;0;1863.2;33.3;37;3.1
12/07/2021;1900;0;1679;32.8;36;4.5
12/07/2021;2000;0;278.1;31.8;37;3.2
12/07/2021;2100;0;55.6;29.9;42;3.8
12/07/2021;2200;0;0;28.3;47;2.1
12/07/2021;2300;0;0;27;52;1.5
13/07/2021;0;0;0;25.5;57;1.2
13/07/2021;100;0;null;24.6;60;1.1
13/07/2021;200;0;0;23.8;63;1.2
13/07/2021;300;0;0;23.2;66;1
13/07/2021;400;0;0;23;67;.8
13/07/2021;500;0;0;23;68;1.4
13/07/2021;600;0;0;23.2;67;1.4
13/07/2021;700;0;0;23.9;64;1.8
13/07/2021;800;0;0;22.9;70;1.1
13/07/2021;900;0;0;21.8;82;1.2
13/07/2021;1000;.4;233.4;22.4;82;1.7
13/07/2021;1100;0;660.4;24.2;66;2.9
13/07/2021;1200;.2;953.7;25.9;61;2.6
13/07/2021;1300;0;1468;27.8;53;2.8
13/07/2021;1400;0;2222.1;29.4;38;5.2
13/07/2021;1500;0;3382.1;32.5;32;4.7
13/07/2021;1600;0;3304.6;33.4;32;3.8
13/07/2021;1700;0;3013.3;33.3;32;3.7
13/07/2021;1800;0;2466.3;33.5;32;4.3
13/07/2021;1900;0;1635.5;33.5;32;3.6
13/07/2021;2000;0;170.8;32.2;34;2.6
13/07/2021;2100;0;45.2;29.7;40;2.6
13/07/2021;2200;0;0;28.4;44;2.8
13/07/2021;2300;0;0;27.2;47;2.1
14/07/2021;0;0;0;26;52;1.6
14/07/2021;100;0;0;24.8;57;.9
14/07/2021;200;0;0;24.1;60;1
14/07/2021;300;0;0;22.4;67;1.4
14/07/2021;400;0;0;21.5;74;1.1
14/07/2021;500;0;0;20.5;77;1.6
14/07/2021;600;0;0;21.7;69;1.5
14/07/2021;700;0;0;21.6;72;1.5
14/07/2021;800;0;0;20.5;78;1.1
14/07/2021;900;0;1.3;19.9;80;1.5
14/07/2021;1000;0;160.8;21;75;1.2
14/07/2021;1100;0;502.8;23.8;67;2
14/07/2021;1200;0;1893.7;27.9;53;2.7
14/07/2021;1300;0;2589.1;29.4;45;4
14/07/2021;1400;0;3073.2;31.7;33;3.4
14/07/2021;1500;0;3317.4;32.6;33;2.7
14/07/2021;1600;0;3299.2;33.3;30;3.6
14/07/2021;1700;0;3029.2;34;28;3.3
14/07/2021;1800;0;2500;33.7;27;3.5
14/07/2021;1900;0;1687.9;34.2;25;3.1
14/07/2021;2000;0;154;32.8;28;3.2
14/07/2021;2100;0;42.6;30.3;34;2.4
14/07/2021;2200;0;0;28.6;39;2.1
14/07/2021;2300;0;0;27.6;42;1.6
15/07/2021;0;0;0;26.4;46;1.5
15/07/2021;100;0;0;25.5;49;1.1
15/07/2021;200;0;0;24.4;53;1.1
15/07/2021;300;0;0;23.2;60;1.1
15/07/2021;400;0;0;22.6;61;.5
15/07/2021;500;0;0;22.1;63;1.1
15/07/2021;600;0;0;21.4;65;.9
15/07/2021;700;0;0;21.2;67;.9
15/07/2021;800;0;0;20.6;70;.7
15/07/2021;900;0;1.6;20.1;74;.4
15/07/2021;1000;0;136.4;21.9;71;1.1
15/07/2021;1100;0;473.7;24.6;67;1.1
15/07/2021;1200;0;1226;26.6;63;2.4
15/07/2021;1300;0;1804.8;28.5;57;2.9
15/07/2021;1400;0;1561.2;29;56;2.8
15/07/2021;1500;0;1344.3;30.3;51;1.6
15/07/2021;1600;0;2575.6;32;44;2.5
15/07/2021;1700;0;1360.5;31.1;47;2.3
15/07/2021;1800;0;1083.4;31.4;46;2
15/07/2021;1900;0;757.8;31;43;3.9
15/07/2021;2000;0;283.2;30.3;44;3.2
15/07/2021;2100;0;68.3;29.4;46;2.7
15/07/2021;2200;0;0;28;53;2
15/07/2021;2300;0;0;26.8;58;.7
16/07/2021;0;0;0;25.7;61;.9
16/07/2021;100;0;0;24.6;62;1
16/07/2021;200;0;0;23.6;67;.3
16/07/2021;300;0;0;23.1;71;.3
16/07/2021;400;0;0;22.6;71;1
16/07/2021;500;0;0;22.1;70;1.5
16/07/2021;600;0;0;21.2;75;1.1
16/07/2021;700;0;0;20.6;78;.4
16/07/2021;800;0;0;19.9;80;1.5
16/07/2021;900;0;2.8;20;79;.8
16/07/2021;1000;0;303.4;22.3;70;1.2
16/07/2021;1100;0;1119.1;27.4;57;1.7
16/07/2021;1200;0;1945.6;28.5;52;2.6
16/07/2021;1300;0;2527.2;30.2;48;3.1
16/07/2021;1400;0;3139.3;30.7;46;3.7
16/07/2021;1500;0;3319.9;32.8;42;2.4
16/07/2021;1600;0;3250.7;33.9;39;2.7
16/07/2021;1700;0;2934.6;33.5;39;2.4
16/07/2021;1800;0;2542.4;35.1;33;2.2
16/07/2021;1900;0;1527;34.5;33;1.9
16/07/2021;2000;0;180.6;32.8;35;3
16/07/2021;2100;0;43.3;31.1;39;2.4
16/07/2021;2200;0;0;29.3;46;2.6
16/07/2021;2300;0;0;28;49;1.1
17/07/2021;0;0;0;26.9;53;1.1
17/07/2021;100;0;0;25.8;56;.8
17/07/2021;200;0;0;24.8;66;1.1
17/07/2021;300;0;0;24.3;75;1.2
17/07/2021;400;0;0;23.7;77;1.1
17/07/2021;500;0;0;23.2;78;.6
17/07/2021;600;0;0;21.7;81;1.2
17/07/2021;700;0;0;21.5;80;.5
17/07/2021;800;0;0;21;83;.7
17/07/2021;900;0;1.9;21.5;84;.8
17/07/2021;1000;0;119.5;23;76;1.3
17/07/2021;1100;0;813.8;26.3;68;2
17/07/2021;1200;0;1811.3;28.4;61;3.1
17/07/2021;1300;0;2342.2;30.2;52;3.6
17/07/2021;1400;0;1543.2;30.8;51;3.1
17/07/2021;1500;0;2709.7;31.4;46;3.2
17/07/2021;1600;0;2100.3;32.5;42;2.7
17/07/2021;1700;0;1843.1;33;41;1.3
17/07/2021;1800;0;2342.5;33.6;37;2.1
17/07/2021;1900;0;1084.8;34.5;34;2
17/07/2021;2000;0;197.8;33.7;36;1.9
17/07/2021;2100;0;49.4;31.4;41;1.6
17/07/2021;2200;0;0;29.7;46;.9
17/07/2021;2300;0;0;28.8;48;1.3
18/07/2021;0;0;0;28.7;48;2
18/07/2021;100;0;0;28.3;51;1.6
18/07/2021;200;0;0;27.7;58;2.2
18/07/2021;300;0;0;26.6;68;1.9
18/07/2021;400;0;0;25.5;75;1.5
18/07/2021;500;0;0;24.5;79;1.7
18/07/2021;600;0;0;23.8;82;1.7
18/07/2021;700;0;0;23.4;85;2
18/07/2021;800;0;0;23.3;87;1.6
18/07/2021;900;0;1.7;23;89;1.3
18/07/2021;1000;0;179.6;24.3;83;1
18/07/2021;1100;0;1073.3;26.4;73;2.2
18/07/2021;1200;0;1422.5;28.9;60;2.4
18/07/2021;1300;0;2219.1;30.2;55;1.8
18/07/2021;1400;0;2876.6;33.1;47;2.3
18/07/2021;1500;0;2494.1;33.1;42;1.6
18/07/2021;1600;0;2383.1;34.8;39;2.5
18/07/2021;1700;0;2834.4;34.4;37;1.7
18/07/2021;1800;0;2387.9;35;34;2.7
18/07/2021;1900;0;1601.1;34.8;33;2.6
18/07/2021;2000;0;324.3;34.9;33;2.7
18/07/2021;2100;0;76.3;32.4;37;2.1
18/07/2021;2200;0;0;30.7;41;1.6
18/07/2021;2300;0;0;29.7;46;2.2
19/07/2021;0;0;0;28.6;49;1
19/07/2021;100;0;null;27.7;52;1.2
19/07/2021;200;0;0;26.9;54;1.5
19/07/2021;300;0;0;26.2;58;1.4
19/07/2021;400;0;0;26.8;56;1.2
19/07/2021;500;0;0;26.1;65;1.2
19/07/2021;600;0;0;25.2;75;1.9
19/07/2021;700;0;0;24.4;76;.9
19/07/2021;800;0;0;23.8;81;1.1
19/07/2021;900;0;1.7;23;86;1.2
19/07/2021;1000;0;238.6;25;79;1.6
19/07/2021;1100;0;1084.6;27.3;69;1.9
19/07/2021;1200;0;1797;29.1;60;2.9
19/07/2021;1300;0;1848.2;30.8;52;2.8
19/07/2021;1400;0;2788.7;32;45;2.5
19/07/2021;1500;0;3175.8;32.5;42;1.9
19/07/2021;1600;0;3254.8;34.4;36;2.5
19/07/2021;1700;0;2632.5;35;33;2.3
19/07/2021;1800;0;1716.1;35;32;2.2
19/07/2021;1900;0;724;34.3;32;1.5
19/07/2021;2000;0;412.5;34.1;34;1.3
19/07/2021;2100;0;61.6;32.6;35;.8
19/07/2021;2200;0;0;30.9;40;.9
19/07/2021;2300;0;0;30.2;42;1.8
20/07/2021;0;0;0;29.3;46;1.5
20/07/2021;100;0;0;28.1;49;.6
20/07/2021;200;0;0;27.4;60;2.9
20/07/2021;300;0;0;26.9;69;2.1
20/07/2021;400;0;0;26.3;70;2.5
20/07/2021;500;0;0;25.3;74;2.9
20/07/2021;600;0;0;24.3;78;2.6
20/07/2021;700;0;0;23.3;83;1.6
20/07/2021;800;0;0;22.9;86;1.6
20/07/2021;900;0;1.9;22.5;88;1
20/07/2021;1000;0;173.8;23.4;85;.8
20/07/2021;1100;0;781.8;26.4;72;1.9
20/07/2021;1200;0;1267.3;27.3;65;3.5
20/07/2021;1300;0;1581.8;28.4;58;3.6
20/07/2021;1400;0;2494.4;30.3;52;3.8
20/07/2021;1500;0;2332.8;32.2;45;3
20/07/2021;1600;0;2484.1;32.3;41;3.6
20/07/2021;1700;0;2635.6;33.2;37;3.2
20/07/2021;1800;0;2172.8;33.3;37;2.5
20/07/2021;1900;0;1685.4;33.6;36;2.9
20/07/2021;2000;0;215.4;32.7;37;3.2
20/07/2021;2100;0;51.6;31.3;40;3.1
20/07/2021;2200;0;0;30.1;44;3.1
20/07/2021;2300;0;0;28.7;49;2.5
21/07/2021;0;0;0;27.7;52;1.5
21/07/2021;100;0;0;26.9;55;1.7
21/07/2021;200;0;0;25.8;58;1
21/07/2021;300;0;0;25.2;60;1.4
21/07/2021;400;0;0;23.8;66;.8
21/07/2021;500;0;0;23.1;71;1.3
21/07/2021;600;0;0;23;71;2.3
21/07/2021;700;0;0;23;79;2.2
21/07/2021;800;0;0;22.5;82;1.1
21/07/2021;900;0;2;22.5;85;.8
21/07/2021;1000;0;281.4;24.3;79;2.2
21/07/2021;1100;0;783.8;25.4;73;3
21/07/2021;1200;null;null;null;null;null
21/07/2021;1300;0;1560.9;28;58;4
21/07/2021;1400;0;2482.2;30.6;45;3.9
21/07/2021;1500;0;3114.7;31.9;41;3.7
21/07/2021;1600;0;3360.6;33.4;34;4.2
21/07/2021;1700;0;3065.1;34.3;30;3.7
21/07/2021;1800;0;2543.5;33.7;28;3.9
21/07/2021;1900;0;1678.7;33.6;27;3.2
21/07/2021;2000;0;158.4;32.7;28;3.4
21/07/2021;2100;0;46.5;30.6;32;2.8
21/07/2021;2200;0;0;28.8;36;2.1
21/07/2021;2300;0;0;27.2;40;1.2
22/07/2021;0;0;0;26.5;42;1.2
22/07/2021;100;0;0;25.4;45;.9
22/07/2021;200;0;0;24.3;54;1
22/07/2021;300;0;0;24.1;51;1
22/07/2021;400;0;0;23.5;53;1.1
22/07/2021;500;0;0;23.6;56;1.5
22/07/2021;600;0;0;24.5;57;2
22/07/2021;700;0;0;24.2;61;2.7
22/07/2021;800;0;0;24.1;63;3.2
22/07/2021;900;0;1.7;23.2;68;2.6
22/07/2021;1000;0;323;24.8;62;2.2
22/07/2021;1100;0;1161.7;26.3;58;4.9
22/07/2021;1200;0;2001;27.5;54;5
22/07/2021;1300;0;2724.4;29.5;48;4.3
22/07/2021;1400;0;3226.6;30.8;43;4.3
22/07/2021;1500;0;3265.1;31.3;42;4.4
22/07/2021;1600;null;null;null;null;null
22/07/2021;1700;0;3049.8;33.4;34;3.5
22/07/2021;1800;0;2440.1;33.4;35;2.9
22/07/2021;1900;0;1723;33.8;32;3.4
22/07/2021;2000;0;247.2;32;35;4.2
22/07/2021;2100;0;39.9;30.6;38;3.3
22/07/2021;2200;0;0;29.1;41;2.2
22/07/2021;2300;0;0;27.9;45;1.7
23/07/2021;0;0;0;26.2;49;1
23/07/2021;100;0;null;25;53;1.1
23/07/2021;200;0;0;24.1;56;1
23/07/2021;300;0;0;23.8;58;1.3
23/07/2021;400;0;0;24.4;53;2.2
23/07/2021;500;0;0;23.2;58;2.3
23/07/2021;600;0;0;23.4;55;3
23/07/2021;700;0;0;22.6;57;2.6
23/07/2021;800;0;0;22.5;57;2.6
23/07/2021;900;0;1.6;22.8;58;2.9
23/07/2021;1000;0;321.8;24;55;4
23/07/2021;1100;0;1156.8;26.1;48;4.1
23/07/2021;1200;0;1985.4;28.3;40;3.7
23/07/2021;1300;0;2675.9;29.1;35;5.4
23/07/2021;1400;0;3163.1;30.8;34;4.7
23/07/2021;1500;0;3391.5;32.1;32;4.1
23/07/2021;1600;0;3378.1;32.4;31;4.8
23/07/2021;1700;0;3088.7;32.9;31;4.7
23/07/2021;1800;0;2552.4;33.4;31;4.1
23/07/2021;1900;0;1662.7;32.5;33;3.4
23/07/2021;2000;0;174.4;31.8;34;4.4
23/07/2021;2100;0;50;30.2;37;3.2
23/07/2021;2200;0;0;28.7;41;2.3
23/07/2021;2300;0;0;27.6;44;1.2
24/07/2021;0;0;0;26.2;48;1
24/07/2021;100;0;0;26.2;48;1.4
24/07/2021;200;0;0;25.4;52;1.7
24/07/2021;300;0;0;25.2;52;1.1
24/07/2021;400;0;0;24.9;53;1.1
24/07/2021;500;0;0;23.6;57;1.2
24/07/2021;600;0;0;22.3;61;1.2
24/07/2021;700;0;0;22.1;62;1.3
24/07/2021;800;0;0;22.7;60;1.4
24/07/2021;900;0;2.1;22.7;61;1.1
24/07/2021;1000;0;358.4;25.4;51;1.6
24/07/2021;1100;0;987.5;27.3;45;3.1
24/07/2021;1200;0;1980.5;28.3;40;4.1
24/07/2021;1300;0;2661.4;30.3;36;3.7
24/07/2021;1400;0;3115.3;31.2;34;4.5
24/07/2021;1500;0;3362.1;32.8;32;4
24/07/2021;1600;0;3363.9;33;33;3.9
24/07/2021;1700;0;3064.3;33.9;32;3.7
24/07/2021;1800;0;2563;34.3;29;3.8
24/07/2021;1900;0;1576.7;33.8;29;3
24/07/2021;2000;0;253.4;32.8;31;3
24/07/2021;2100;0;62.3;30.7;34;3
24/07/2021;2200;0;0;29.1;38;2
24/07/2021;2300;0;0;27.9;41;2.4
