data;volume;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, VELOCIDADE HORARIA(m/s);variacao_volume
2021-09-01;48.19;300;0.0;0.0;27.6;56.0;2.0;0.0
2021-09-01;48.19;400;0.0;0.0;26.8;62.0;1.9;0.0
2021-09-01;48.19;500;0.0;0.0;25.9;66.0;1.8;0.0
2021-09-01;48.19;700;0.0;0.0;24.6;70.0;1.3;0.0
2021-09-01;48.19;800;0.0;0.0;23.9;72.0;1.7;0.0
2021-09-01;48.19;900;0.0;21.7;23.8;75.0;1.4;0.0
2021-09-01;48.19;1000;0.0;360.2;25.9;69.0;3.4;0.0
2021-09-01;48.19;1700;0.0;2431.0;33.8;37.0;3.6;0.0
2021-09-01;48.19;600;0.0;0.0;25.2;69.0;1.1;0.0
2021-09-01;48.19;1300;0.0;2913.4;31.7;46.0;4.2;0.0
2021-09-01;48.19;1400;0.0;3463.6;32.7;44.0;3.9;0.0
2021-09-01;48.19;1500;0.0;3476.6;32.7;44.0;3.6;0.0
2021-09-01;48.19;1600;0.0;3099.6;35.2;39.0;3.0;0.0
2021-09-01;48.19;1800;0.0;2209.0;35.6;33.0;3.9;0.0
2021-09-01;48.19;1900;0.0;1445.3;35.0;35.0;3.3;0.0
2021-09-01;48.19;2000;0.0;647.2;34.2;37.0;3.1;0.0
2021-09-01;48.19;2100;0.0;170.8;32.9;37.0;3.0;0.0
2021-09-01;48.19;2200;0.0;0.0;31.6;40.0;1.6;0.0
2021-09-01;48.19;2300;0.0;0.0;30.3;43.0;1.1;0.0
2021-09-01;48.19;1200;0.0;1968.3;28.9;55.0;5.3;0.0
2021-09-02;48.06;900;0.0;1.8;22.9;94.0;0.7;-0.12999999999999545
2021-09-02;48.06;800;0.0;0.0;22.1;95.0;0.2;0.0
2021-09-02;48.06;700;0.0;0.0;21.9;95.0;1.1;0.0
2021-09-02;48.06;600;0.0;0.0;22.0;94.0;0.6;0.0
2021-09-02;48.06;400;1.4;0.0;21.6;95.0;0.9;0.0
2021-09-02;48.06;1100;0.0;209.0;23.6;91.0;1.6;0.0
2021-09-02;48.06;200;1.2;0.0;21.9;94.0;2.4;0.0
2021-09-02;48.06;100;0.8;0.3;22.4;93.0;2.7;0.0
2021-09-02;48.06;0;1.8;0.3;24.0;91.0;1.2;0.0
2021-09-02;48.06;1000;0.0;83.6;23.1;92.0;0.9;0.0
2021-09-02;48.06;300;1.2;0.0;21.7;93.0;1.3;0.0
2021-09-02;48.06;500;0.0;0.0;21.7;95.0;0.8;0.0
2021-09-02;48.06;2300;0.0;0.0;25.4;87.0;0.9;0.0
2021-09-02;48.06;1900;0.0;1084.9;27.1;77.0;1.0;0.0
2021-09-02;48.06;1300;0.0;450.3;24.7;90.0;1.0;0.0
2021-09-02;48.06;2200;0.0;0.4;25.8;82.0;1.0;0.0
2021-09-02;48.06;2100;0.0;73.8;26.5;73.0;0.8;0.0
2021-09-02;48.06;2000;0.0;489.6;26.8;71.0;1.1;0.0
2021-09-02;48.06;1800;0.0;1084.9;27.1;77.0;1.0;0.0
2021-09-02;48.06;1700;0.0;842.7;26.3;81.0;2.0;0.0
2021-09-02;48.06;1600;0.0;841.6;26.5;80.0;0.9;0.0
2021-09-02;48.06;1500;0.0;993.8;26.8;80.0;1.2;0.0
2021-09-02;48.06;1400;0.0;772.8;26.2;83.0;1.0;0.0
2021-09-02;48.06;1200;0.0;312.5;24.2;90.0;1.0;0.0
2021-09-03;47.92;100;0.0;0.0;23.9;86.0;2.3;-0.14000000000000057
2021-09-03;47.92;200;0.0;0.0;23.5;88.0;1.9;0.0
2021-09-03;47.92;300;0.0;0.0;23.1;90.0;2.2;0.0
2021-09-03;47.92;400;0.0;0.0;23.0;92.0;0.7;0.0
2021-09-03;47.92;0;0.0;0.0;24.4;82.0;2.1;0.0
2021-09-03;47.92;1100;0.0;827.7;25.1;84.0;1.3;0.0
2021-09-03;47.92;700;0.0;0.8;23.1;94.0;1.1;0.0
2021-09-03;47.92;800;0.0;0.1;23.1;94.0;1.5;0.0
2021-09-03;47.92;900;0.0;3.3;23.1;94.0;0.8;0.0
2021-09-03;47.92;1000;0.0;225.0;24.1;89.0;0.6;0.0
2021-09-03;47.92;600;0.0;0.0;22.9;94.0;1.2;0.0
2021-09-03;47.92;500;0.0;0.0;22.8;92.0;1.0;0.0
2021-09-03;47.92;2300;0.0;0.0;26.5;68.0;1.5;0.0
2021-09-03;47.92;1900;0.0;1553.1;32.1;48.0;2.7;0.0
2021-09-03;47.92;1500;0.0;2971.3;30.7;56.0;3.5;0.0
2021-09-03;47.92;1600;0.0;3890.7;32.4;48.0;3.1;0.0
2021-09-03;47.92;1700;0.0;3175.4;32.7;45.0;3.5;0.0
2021-09-03;47.92;1800;0.0;2857.3;32.8;46.0;3.3;0.0
2021-09-03;47.92;1400;0.0;1961.9;29.2;61.0;2.5;0.0
2021-09-03;47.92;2000;0.0;835.6;31.1;50.0;2.8;0.0
2021-09-03;47.92;2100;0.0;137.2;29.4;58.0;1.9;0.0
2021-09-03;47.92;2200;0.0;0.1;27.7;64.0;1.4;0.0
2021-09-03;47.92;1300;0.0;2628.9;29.1;67.0;2.3;0.0
2021-09-03;47.92;1200;0.0;1769.0;27.6;72.0;2.6;0.0
2021-09-04;47.79;1100;0.0;1366.6;27.4;71.0;1.6;-0.13000000000000256
2021-09-04;47.79;900;0.0;12.3;21.9;92.0;1.1;0.0
2021-09-04;47.79;800;0.0;0.0;21.8;91.0;0.7;0.0
2021-09-04;47.79;700;0.0;0.0;22.2;90.0;1.2;0.0
2021-09-04;47.79;600;0.0;0.0;22.5;90.0;0.8;0.0
2021-09-04;47.79;200;0.0;0.0;24.9;75.0;2.3;0.0
2021-09-04;47.79;400;0.0;0.0;23.7;84.0;1.1;0.0
2021-09-04;47.79;300;0.0;0.0;24.0;81.0;0.9;0.0
2021-09-04;47.79;100;0.0;0.0;25.6;71.0;1.7;0.0
2021-09-04;47.79;0;0.0;0.0;25.6;71.0;0.9;0.0
2021-09-04;47.79;500;0.0;0.0;23.5;84.0;1.2;0.0
2021-09-04;47.79;1000;0.0;334.5;25.1;79.0;1.2;0.0
2021-09-04;47.79;2300;0.0;0.0;25.6;71.0;1.2;0.0
2021-09-04;47.79;1200;0.0;2127.9;28.5;67.0;2.9;0.0
2021-09-04;47.79;1300;0.0;2749.5;30.3;57.0;2.9;0.0
2021-09-04;47.79;2200;0.0;0.0;27.0;68.0;1.3;0.0
2021-09-04;47.79;2000;0.0;540.7;31.0;51.0;2.3;0.0
2021-09-04;47.79;1900;0.0;621.5;32.1;47.0;2.8;0.0
2021-09-04;47.79;2100;0.0;95.1;28.9;60.0;1.6;0.0
2021-09-04;47.79;1700;0.0;1465.6;32.0;46.0;3.2;0.0
2021-09-04;47.79;1600;0.0;2282.7;31.9;48.0;3.6;0.0
2021-09-04;47.79;1500;0.0;2617.6;32.5;43.0;3.6;0.0
2021-09-04;47.79;1400;0.0;3425.9;32.4;47.0;2.7;0.0
2021-09-04;47.79;1800;0.0;1420.0;32.2;48.0;3.1;0.0
2021-09-05;47.79;300;0.0;0.0;23.2;92.0;0.9;0.0
2021-09-05;47.79;0;0.0;0.0;23.4;91.0;1.3;0.0
2021-09-05;47.79;100;0.0;0.0;23.2;93.0;1.0;0.0
2021-09-05;47.79;200;0.0;0.0;23.1;93.0;0.7;0.0
2021-09-05;47.79;400;0.0;0.0;22.8;95.0;1.1;0.0
2021-09-05;47.79;1000;0.0;189.6;22.7;98.0;1.0;0.0
2021-09-05;47.79;600;0.0;0.0;21.8;97.0;1.2;0.0
2021-09-05;47.79;700;0.0;0.0;21.5;98.0;0.6;0.0
2021-09-05;47.79;800;0.0;0.0;21.2;98.0;0.4;0.0
2021-09-05;47.79;900;0.0;7.7;21.7;98.0;0.5;0.0
2021-09-05;47.79;1100;0.0;747.5;24.9;89.0;1.3;0.0
2021-09-05;47.79;500;0.0;0.0;22.2;97.0;1.1;0.0
2021-09-05;47.79;1300;0.0;1587.2;28.1;67.0;3.5;0.0
2021-09-05;47.79;1900;0.0;1151.7;29.7;59.0;3.3;0.0
2021-09-05;47.79;1700;0.0;1778.8;30.6;56.0;2.1;0.0
2021-09-05;47.79;1400;0.0;2533.1;28.6;62.0;3.3;0.0
2021-09-05;47.79;1500;0.0;2654.8;30.3;56.0;2.9;0.0
2021-09-05;47.79;1600;0.0;3028.5;30.6;58.0;2.0;0.0
2021-09-05;47.79;1800;0.0;1416.2;30.4;58.0;2.7;0.0
2021-09-05;47.79;1200;0.0;1828.6;27.1;71.0;3.5;0.0
2021-09-05;47.79;2000;0.0;448.6;28.5;64.0;2.3;0.0
2021-09-05;47.79;2100;0.0;54.9;26.4;72.0;1.7;0.0
2021-09-05;47.79;2200;0.0;0.0;25.1;79.0;1.5;0.0
2021-09-05;47.79;2300;0.0;0.0;24.7;78.0;1.3;0.0
2021-09-06;47.65;1100;0.0;1137.2;27.9;63.0;2.2;-0.14000000000000057
2021-09-06;47.65;600;0.0;0.0;23.5;91.0;0.9;0.0
2021-09-06;47.65;900;0.0;4.0;23.4;91.0;1.2;0.0
2021-09-06;47.65;800;0.0;0.0;23.7;91.0;1.2;0.0
2021-09-06;47.65;700;0.0;0.0;23.7;91.0;0.9;0.0
2021-09-06;47.65;0;0.0;0.0;27.0;70.0;0.9;0.0
2021-09-06;47.65;500;0.0;0.0;23.5;89.0;1.3;0.0
2021-09-06;47.65;400;0.0;0.0;24.2;87.0;1.0;0.0
2021-09-06;47.65;200;0.0;0.0;25.9;80.0;1.3;0.0
2021-09-06;47.65;100;0.0;0.0;26.6;73.0;0.8;0.0
2021-09-06;47.65;1000;0.0;372.5;25.8;79.0;1.3;0.0
2021-09-06;47.65;300;0.0;0.0;25.2;82.0;0.8;0.0
2021-09-06;47.65;1200;0.0;1560.4;28.0;63.0;3.3;0.0
2021-09-06;47.65;2200;0.0;0.0;29.1;56.0;1.7;0.0
2021-09-06;47.65;2100;0.0;32.9;30.0;56.0;2.6;0.0
2021-09-06;47.65;2000;0.0;275.3;31.7;46.0;1.8;0.0
2021-09-06;47.65;1900;0.0;342.5;32.5;42.0;1.4;0.0
2021-09-06;47.65;1800;0.0;1336.7;33.6;38.0;1.9;0.0
2021-09-06;47.65;2300;0.0;0.0;27.5;63.0;1.4;0.0
2021-09-06;47.65;1600;0.0;3123.6;33.5;39.0;2.3;0.0
2021-09-06;47.65;1400;0.0;2948.9;32.7;47.0;3.0;0.0
2021-09-06;47.65;1300;0.0;2333.8;30.5;55.0;3.5;0.0
2021-09-06;47.65;1700;0.0;1550.8;33.0;40.0;2.5;0.0
2021-09-06;47.65;1500;0.0;2620.3;33.2;43.0;2.2;0.0
2021-09-07;47.52;500;0.0;0.0;22.5;71.0;1.4;-0.12999999999999545
2021-09-07;47.52;0;0.0;0.0;26.9;52.0;1.6;0.0
2021-09-07;47.52;900;0.0;2.2;20.4;85.0;1.0;0.0
2021-09-07;47.52;800;0.0;0.0;20.9;80.0;0.8;0.0
2021-09-07;47.52;700;0.0;0.0;21.8;76.0;1.1;0.0
2021-09-07;47.52;600;0.0;0.0;22.4;71.0;1.3;0.0
2021-09-07;47.52;1100;0.0;780.7;25.3;63.0;2.6;0.0
2021-09-07;47.52;400;0.0;0.0;22.4;72.0;0.9;0.0
2021-09-07;47.52;300;0.0;0.0;23.5;67.0;1.5;0.0
2021-09-07;47.52;200;0.0;0.0;24.5;62.0;1.6;0.0
2021-09-07;47.52;100;0.0;0.0;25.0;59.0;1.2;0.0
2021-09-07;47.52;1000;0.0;154.2;21.4;80.0;1.2;0.0
2021-09-07;47.52;1400;0.0;2109.0;30.2;48.0;3.4;0.0
2021-09-07;47.52;2300;0.0;0.0;28.1;50.0;1.6;0.0
2021-09-07;47.52;1300;0.0;2383.3;28.9;53.0;3.8;0.0
2021-09-07;47.52;2200;0.0;0.0;28.7;48.0;2.0;0.0
2021-09-07;47.52;2100;0.0;62.5;29.5;44.0;2.1;0.0
2021-09-07;47.52;2000;0.0;376.5;30.7;41.0;2.7;0.0
2021-09-07;47.52;1200;0.0;1712.7;27.4;56.0;3.7;0.0
2021-09-07;47.52;1800;0.0;1352.2;31.5;41.0;2.8;0.0
2021-09-07;47.52;1700;0.0;1911.1;32.6;39.0;3.2;0.0
2021-09-07;47.52;1600;0.0;3040.5;31.6;42.0;4.0;0.0
2021-09-07;47.52;1500;0.0;2325.5;30.1;46.0;3.2;0.0
2021-09-07;47.52;1900;0.0;897.3;31.3;41.0;3.3;0.0
2021-09-08;47.52;900;0.0;2.8;23.7;50.0;1.3;0.0
2021-09-08;47.52;800;0.0;0.0;24.9;47.0;1.1;0.0
2021-09-08;47.52;700;0.0;0.0;25.6;56.0;1.2;0.0
2021-09-08;47.52;600;0.0;0.0;25.1;52.0;1.3;0.0
2021-09-08;47.52;500;0.0;0.0;25.3;51.0;1.0;0.0
2021-09-08;47.52;300;0.0;0.0;26.3;48.0;1.3;0.0
2021-09-08;47.52;200;0.0;0.0;26.5;48.0;0.7;0.0
2021-09-08;47.52;100;0.0;0.0;26.6;47.0;0.6;0.0
2021-09-08;47.52;0;0.0;0.0;27.7;44.0;1.4;0.0
2021-09-08;47.52;1100;0.0;1122.2;28.1;53.0;2.1;0.0
2021-09-08;47.52;400;0.0;0.0;25.7;52.0;1.0;0.0
2021-09-08;47.52;1000;0.0;365.5;26.3;46.0;1.6;0.0
2021-09-08;47.52;2300;0.0;0.0;29.2;40.0;1.3;0.0
2021-09-08;47.52;1200;0.0;2012.7;29.8;49.0;2.6;0.0
2021-09-08;47.52;2200;0.0;0.0;30.8;36.0;2.0;0.0
2021-09-08;47.52;2100;0.0;43.9;32.2;33.0;1.8;0.0
2021-09-08;47.52;2000;0.0;475.3;34.0;29.0;3.0;0.0
2021-09-08;47.52;1900;0.0;524.9;34.6;30.0;2.8;0.0
2021-09-08;47.52;1700;0.0;1595.7;34.2;32.0;2.0;0.0
2021-09-08;47.52;1600;0.0;2552.4;34.1;33.0;2.9;0.0
2021-09-08;47.52;1500;0.0;3435.1;34.5;32.0;3.0;0.0
2021-09-08;47.52;1400;0.0;3183.4;33.2;36.0;2.4;0.0
2021-09-08;47.52;1300;0.0;2695.8;31.7;39.0;2.3;0.0
2021-09-08;47.52;1800;0.0;974.7;33.9;31.0;2.5;0.0
2021-09-09;47.52;0;0.0;0.0;29.1;40.0;1.2;0.0
2021-09-09;47.52;100;0.0;0.0;28.0;42.0;0.8;0.0
2021-09-09;47.52;200;0.0;0.0;27.1;44.0;1.1;0.0
2021-09-09;47.52;300;0.0;0.0;25.9;50.0;1.6;0.0
2021-09-09;47.52;400;0.0;0.0;25.1;66.0;1.8;0.0
2021-09-09;47.52;900;0.0;12.7;22.8;77.0;1.2;0.0
2021-09-09;47.52;600;0.0;0.0;23.8;74.0;2.0;0.0
2021-09-09;47.52;700;0.0;0.0;23.0;77.0;1.7;0.0
2021-09-09;47.52;800;0.0;0.0;23.0;78.0;1.0;0.0
2021-09-09;47.52;1000;0.0;387.0;25.5;68.0;1.4;0.0
2021-09-09;47.52;1100;0.0;1310.7;27.1;61.0;3.1;0.0
2021-09-09;47.52;500;0.0;0.0;24.5;71.0;2.1;0.0
2021-09-09;47.52;2300;0.0;0.0;31.1;32.0;2.3;0.0
2021-09-09;47.52;1900;0.0;1706.3;36.8;24.0;2.6;0.0
2021-09-09;47.52;1400;0.0;3309.9;33.2;40.0;2.8;0.0
2021-09-09;47.52;1500;0.0;3093.8;34.0;36.0;2.3;0.0
2021-09-09;47.52;1600;0.0;3414.9;35.5;31.0;1.8;0.0
2021-09-09;47.52;1700;0.0;3283.8;37.5;24.0;2.4;0.0
2021-09-09;47.52;1800;0.0;2774.5;36.9;25.0;2.8;0.0
2021-09-09;47.52;1200;0.0;2041.9;29.5;53.0;3.9;0.0
2021-09-09;47.52;2000;0.0;926.7;35.4;26.0;2.8;0.0
2021-09-09;47.52;2100;0.0;118.9;33.9;27.0;2.0;0.0
2021-09-09;47.52;2200;0.0;0.0;32.0;30.0;1.8;0.0
2021-09-09;47.52;1300;0.0;2727.9;30.9;48.0;3.4;0.0
2021-09-10;47.38;500;0.0;0.0;25.2;77.0;1.8;-0.14000000000000057
2021-09-10;47.38;900;0.0;41.6;25.2;73.0;2.2;0.0
2021-09-10;47.38;800;0.0;0.0;24.8;73.0;1.9;0.0
2021-09-10;47.38;700;0.0;0.0;25.0;71.0;2.2;0.0
2021-09-10;47.38;600;0.0;0.0;25.0;80.0;2.7;0.0
2021-09-10;47.38;0;0.0;0.0;30.1;42.0;1.6;0.0
2021-09-10;47.38;400;0.0;0.0;26.0;74.0;1.8;0.0
2021-09-10;47.38;300;0.0;0.0;27.0;70.0;3.0;0.0
2021-09-10;47.38;100;0.0;0.0;28.9;45.0;0.9;0.0
2021-09-10;47.38;1100;0.0;1200.7;28.4;65.0;3.7;0.0
2021-09-10;47.38;1000;0.0;294.9;26.3;71.0;2.1;0.0
2021-09-10;47.38;200;0.0;0.0;28.0;61.0;2.0;0.0
2021-09-10;47.38;1200;0.0;2181.4;30.3;58.0;4.3;0.0
2021-09-10;47.38;1500;0.0;2731.6;34.7;40.0;3.3;0.0
2021-09-10;47.38;2200;0.0;0.0;32.2;37.0;1.2;0.0
2021-09-10;47.38;2100;0.0;65.1;33.4;37.0;3.4;0.0
2021-09-10;47.38;2000;0.0;873.0;35.8;31.0;2.5;0.0
2021-09-10;47.38;1900;0.0;1717.7;36.3;31.0;2.6;0.0
2021-09-10;47.38;2300;0.0;0.0;31.4;40.0;2.2;0.0
2021-09-10;47.38;1700;0.0;3091.6;37.2;33.0;3.5;0.0
2021-09-10;47.38;1600;0.0;3038.0;36.3;35.0;3.1;0.0
2021-09-10;47.38;1400;0.0;3059.5;34.2;44.0;3.8;0.0
2021-09-10;47.38;1300;0.0;2466.1;31.8;51.0;4.0;0.0
2021-09-10;47.38;1800;0.0;2624.1;37.5;31.0;2.7;0.0
2021-09-11;47.38;100;0.0;0.0;28.7;56.0;3.2;0.0
2021-09-11;47.38;800;0.0;0.0;24.6;75.0;1.9;0.0
2021-09-11;47.38;1000;0.0;595.8;26.3;66.0;3.3;0.0
2021-09-11;47.38;900;0.0;97.1;25.5;70.0;2.9;0.0
2021-09-11;47.38;600;0.0;0.0;24.9;72.0;2.4;0.0
2021-09-11;47.38;700;0.0;0.0;24.6;74.0;1.5;0.0
2021-09-11;47.38;0;0.0;0.0;28.9;54.0;1.3;0.0
2021-09-11;47.38;500;0.0;0.0;25.7;68.0;3.2;0.0
2021-09-11;47.38;400;0.0;0.0;26.1;66.0;2.2;0.0
2021-09-11;47.38;200;0.0;0.0;27.9;58.0;2.7;0.0
2021-09-11;47.38;1500;0.0;3215.7;31.7;43.0;3.3;0.0
2021-09-11;47.38;300;0.0;0.0;26.9;62.0;2.5;0.0
2021-09-11;47.38;1200;0.0;1870.8;29.8;49.0;3.6;0.0
2021-09-11;47.38;2300;0.0;0.0;30.0;37.0;1.2;0.0
2021-09-11;47.38;2200;0.0;0.0;31.2;35.0;1.8;0.0
2021-09-11;47.38;2100;0.0;76.9;32.4;32.0;2.4;0.0
2021-09-11;47.38;2000;0.0;531.0;33.9;30.0;3.8;0.0
2021-09-11;47.38;1900;0.0;1457.8;34.6;29.0;3.5;0.0
2021-09-11;47.38;1300;0.0;3215.7;31.7;43.0;3.3;0.0
2021-09-11;47.38;1700;0.0;3468.0;36.2;31.0;3.5;0.0
2021-09-11;47.38;1800;0.0;2194.2;35.2;30.0;4.5;0.0
2021-09-11;47.38;1400;0.0;3215.7;31.7;43.0;3.3;0.0
2021-09-11;47.38;1100;0.0;1217.0;28.3;57.0;4.2;0.0
2021-09-11;47.38;1600;0.0;2717.6;33.6;36.0;3.8;0.0
2021-09-12;47.38;1100;0.0;1350.8;28.8;59.0;3.8;0.0
2021-09-12;47.38;0;0.0;0.0;30.8;43.0;1.8;0.0
2021-09-12;47.38;100;0.0;0.0;30.6;44.0;1.6;0.0
2021-09-12;47.38;200;0.0;0.0;29.4;47.0;1.5;0.0
2021-09-12;47.38;1000;0.0;390.6;26.5;68.0;3.2;0.0
2021-09-12;47.38;400;0.0;0.0;27.6;56.0;1.8;0.0
2021-09-12;47.38;500;0.0;0.0;27.1;58.0;2.7;0.0
2021-09-12;47.38;600;0.0;0.0;26.5;60.0;3.2;0.0
2021-09-12;47.38;700;0.0;0.0;26.0;64.0;2.4;0.0
2021-09-12;47.38;800;0.0;0.0;25.4;69.0;2.4;0.0
2021-09-12;47.38;900;0.0;73.4;25.7;71.0;2.1;0.0
2021-09-12;47.38;300;0.0;0.0;28.4;53.0;1.3;0.0
2021-09-12;47.38;1900;0.0;1849.3;36.1;30.0;2.9;0.0
2021-09-12;47.38;1400;0.0;3549.9;34.0;39.0;3.5;0.0
2021-09-12;47.38;1500;0.0;2958.1;35.4;34.0;3.1;0.0
2021-09-12;47.38;1600;0.0;3257.3;37.5;31.0;2.5;0.0
2021-09-12;47.38;1700;0.0;2500.1;36.0;33.0;1.9;0.0
2021-09-12;47.38;1800;0.0;1405.3;36.1;32.0;1.4;0.0
2021-09-12;47.38;2300;0.0;0.0;32.7;35.0;1.2;0.0
2021-09-12;47.38;2000;0.0;497.8;35.6;30.0;2.4;0.0
2021-09-12;47.38;2100;0.0;111.7;34.5;31.0;2.5;0.0
2021-09-12;47.38;2200;0.0;0.0;33.2;34.0;2.2;0.0
2021-09-12;47.38;1200;0.0;1350.8;28.8;59.0;3.8;0.0
2021-09-12;47.38;1300;0.0;3079.7;33.4;42.0;2.9;0.0
2021-10-01;45.22;900;0.0;11.2;24.2;72.0;1.1;-2.1600000000000037
2021-10-01;45.22;0;0.0;0.0;29.2;46.0;0.6;0.0
2021-10-01;45.22;100;0.0;0.0;29.2;51.0;2.4;0.0
2021-10-01;45.22;200;0.0;0.0;28.2;57.0;3.0;0.0
2021-10-01;45.22;300;0.0;0.0;27.3;61.0;2.8;0.0
2021-10-01;45.22;800;0.0;0.0;24.4;71.0;1.2;0.0
2021-10-01;45.22;500;0.0;0.0;25.8;65.0;2.3;0.0
2021-10-01;45.22;600;0.0;0.0;25.1;68.0;2.1;0.0
2021-10-01;45.22;700;0.0;0.0;24.7;69.0;2.1;0.0
2021-10-01;45.22;400;0.0;0.0;26.3;65.0;1.9;0.0
2021-10-01;45.22;1000;0.0;305.6;24.9;73.0;1.4;0.0
2021-10-01;45.22;1100;0.0;1104.5;27.3;65.0;2.4;0.0
2021-10-01;45.22;1200;0.0;1614.2;28.1;58.0;3.2;0.0
2021-10-01;45.22;2300;0.0;0.0;28.1;59.0;2.0;0.0
2021-10-01;45.22;1300;0.0;1990.9;29.6;53.0;3.1;0.0
2021-10-01;45.22;1400;0.0;1655.5;30.0;49.0;2.6;0.0
2021-10-01;45.22;1500;0.0;1368.6;30.9;45.0;2.6;0.0
2021-10-01;45.22;1600;0.0;1536.5;32.3;44.0;2.0;0.0
2021-10-01;45.22;1800;0.0;1391.9;33.2;43.0;1.6;0.0
2021-10-01;45.22;2200;0.0;0.0;30.3;46.0;0.6;0.0
2021-10-01;45.22;1900;0.0;1404.5;33.8;38.0;1.6;0.0
2021-10-01;45.22;2000;0.0;486.2;32.8;41.0;2.6;0.0
2021-10-01;45.22;2100;0.0;128.3;31.9;42.0;2.1;0.0
2021-10-01;45.22;1700;0.0;1888.3;33.0;43.0;1.7;0.0
2021-10-02;45.09;500;0.0;0.0;24.1;91.0;1.1;-0.12999999999999545
2021-10-02;45.09;900;0.0;2.4;24.0;90.0;0.9;0.0
2021-10-02;45.09;800;0.0;0.0;23.8;90.0;1.0;0.0
2021-10-02;45.09;700;0.0;0.0;23.8;90.0;1.2;0.0
2021-10-02;45.09;600;0.0;0.0;24.0;93.0;0.8;0.0
2021-10-02;45.09;200;0.0;0.0;24.6;86.0;0.3;0.0
2021-10-02;45.09;400;0.0;0.0;24.0;91.0;0.5;0.0
2021-10-02;45.09;300;0.0;0.0;24.3;89.0;0.5;0.0
2021-10-02;45.09;0;0.0;0.0;25.3;85.0;0.8;0.0
2021-10-02;45.09;1000;0.0;215.1;24.7;86.0;1.3;0.0
2021-10-02;45.09;1500;0.0;3005.0;32.3;48.0;2.7;0.0
2021-10-02;45.09;100;0.0;0.0;24.7;87.0;0.9;0.0
2021-10-02;45.09;1200;0.0;1222.2;27.3;72.0;2.6;0.0
2021-10-02;45.09;1100;0.0;774.2;26.6;77.0;2.2;0.0
2021-10-02;45.09;2300;0.0;7.5;25.4;81.0;1.7;0.0
2021-10-02;45.09;2200;16.2;8.0;24.8;81.0;1.9;0.0
2021-10-02;45.09;2000;0.0;472.0;33.1;41.0;2.1;0.0
2021-10-02;45.09;1900;0.0;506.2;32.6;44.0;1.1;0.0
2021-10-02;45.09;2100;0.0;152.4;28.1;65.0;4.5;0.0
2021-10-02;45.09;1700;0.0;2355.9;33.1;47.0;2.9;0.0
2021-10-02;45.09;1600;0.0;2355.9;33.1;47.0;2.9;0.0
2021-10-02;45.09;1400;0.0;2831.2;30.9;55.0;4.0;0.0
2021-10-02;45.09;1300;0.0;1828.2;30.3;58.0;3.5;0.0
2021-10-02;45.09;1800;0.0;2127.1;34.1;41.0;3.2;0.0
2021-10-03;44.95;200;0.0;0.0;24.7;80.0;0.6;-0.14000000000000057
2021-10-03;44.95;900;0.0;4.1;22.6;96.0;1.0;0.0
2021-10-03;44.95;0;0.0;0.0;25.5;72.0;1.7;0.0
2021-10-03;44.95;100;0.0;0.0;25.6;71.0;2.2;0.0
2021-10-03;44.95;300;0.0;0.0;24.5;85.0;1.3;0.0
2021-10-03;44.95;1100;0.0;760.4;25.5;84.0;1.7;0.0
2021-10-03;44.95;500;0.0;0.0;23.3;92.0;1.5;0.0
2021-10-03;44.95;600;0.0;0.0;23.0;93.0;0.8;0.0
2021-10-03;44.95;700;0.0;0.0;23.0;93.0;1.3;0.0
2021-10-03;44.95;800;0.0;0.0;22.6;94.0;0.3;0.0
2021-10-03;44.95;1000;0.0;193.6;24.0;93.0;1.1;0.0
2021-10-03;44.95;400;0.0;0.0;23.6;90.0;1.2;0.0
2021-10-03;44.95;2300;0.0;0.0;26.2;68.0;1.6;0.0
2021-10-03;44.95;2200;0.0;0.0;27.4;64.0;1.6;0.0
2021-10-03;44.95;1600;0.0;3266.1;32.6;48.0;2.7;0.0
2021-10-03;44.95;1300;0.0;1939.4;28.3;70.0;2.6;0.0
2021-10-03;44.95;1400;0.0;2948.4;29.7;61.0;3.2;0.0
2021-10-03;44.95;1500;0.0;3181.9;31.4;56.0;2.6;0.0
2021-10-03;44.95;1800;0.0;2589.2;32.0;47.0;2.9;0.0
2021-10-03;44.95;1200;0.0;1613.4;26.7;72.0;2.3;0.0
2021-10-03;44.95;1900;0.0;1302.3;31.5;48.0;1.9;0.0
2021-10-03;44.95;2000;0.0;766.3;31.4;50.0;2.4;0.0
2021-10-03;44.95;2100;0.0;143.6;29.4;59.0;2.4;0.0
2021-10-03;44.95;1700;0.0;3138.7;32.8;47.0;2.7;0.0
2021-10-04;44.82;900;0.0;5.9;22.6;89.0;0.6;-0.13000000000000256
2021-10-04;44.82;800;0.0;0.0;23.0;89.0;1.4;0.0
2021-10-04;44.82;700;0.0;0.0;23.7;81.0;0.6;0.0
2021-10-04;44.82;600;0.0;0.0;22.6;89.0;1.3;0.0
2021-10-04;44.82;500;0.0;0.0;23.0;86.0;0.7;0.0
2021-10-04;44.82;300;0.0;0.0;24.0;79.0;1.4;0.0
2021-10-04;44.82;200;0.0;0.0;24.5;77.0;0.9;0.0
2021-10-04;44.82;100;0.0;0.0;24.5;77.0;0.9;0.0
