data;volume;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, VELOCIDADE HORARIA(m/s);variacao_volume
2022-09-02;23.55;2000;0.0;67.8;27.6;66.0;3.9;0.0
2022-09-02;23.55;2100;0.0;67.8;27.6;66.0;3.9;0.0
2022-09-02;23.55;2200;0.0;67.8;27.6;66.0;3.9;0.0
2022-09-02;23.55;1300;0.0;171.7;29.2;63.0;3.2;0.0
2022-09-02;23.55;2300;0.0;67.8;27.6;66.0;3.9;0.0
2022-09-03;23.49;200;0.0;58.4;31.9;52.0;1.6;-0.060000000000002274
2022-09-03;23.49;600;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;1000;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;900;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;800;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;700;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;1100;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;500;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;400;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;300;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;100;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;0;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;1400;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;2300;0.0;113.1;33.1;46.0;2.4;0.0
2022-09-03;23.49;2200;0.0;113.1;33.1;46.0;2.4;0.0
2022-09-03;23.49;2100;0.0;113.1;33.1;46.0;2.4;0.0
2022-09-03;23.49;2000;0.0;113.1;33.1;46.0;2.4;0.0
2022-09-03;23.49;1900;0.0;113.1;33.1;46.0;2.4;0.0
2022-09-03;23.49;1200;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;1700;0.0;112.0;33.1;47.0;2.9;0.0
2022-09-03;23.49;1600;0.0;103.4;31.7;52.0;3.0;0.0
2022-09-03;23.49;1500;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;1300;0.0;58.4;31.9;52.0;1.6;0.0
2022-09-03;23.49;1800;0.0;96.5;32.9;45.0;2.6;0.0
2022-09-04;23.43;900;0.0;54.6;29.5;72.0;1.7;-0.05999999999999872
2022-09-04;23.43;700;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;600;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;500;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;400;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;100;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;0;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1000;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1100;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;2300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1900;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;2200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;2100;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;2000;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1800;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1700;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1600;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1500;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;1400;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-04;23.43;800;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;0;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;400;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;100;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1000;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;500;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;600;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;700;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;900;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1100;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;800;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;2100;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1800;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1600;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1400;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;2300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1500;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1900;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;2000;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;2200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-05;23.43;1700;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;100;0.0;54.6;29.5;72.0;1.7;-0.05999999999999872
2022-09-06;23.37;600;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1000;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;900;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;800;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;700;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;500;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;400;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1100;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;0;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1400;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;2300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;2200;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;2000;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1900;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;2100;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1700;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1600;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1500;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1300;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-06;23.37;1800;0.0;54.6;29.5;72.0;1.7;0.0
2022-09-07;23.31;600;0.0;155.0;29.5;50.0;3.5;-0.060000000000002274
2022-09-07;23.31;900;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;1100;0.0;146.1;24.9;63.0;3.7;0.0
2022-09-07;23.31;700;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;500;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;1000;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;300;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;200;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;100;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;0;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;400;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;800;0.0;155.0;29.5;50.0;3.5;0.0
2022-09-07;23.31;2100;0.0;48.0;27.9;51.0;4.6;0.0
2022-09-07;23.31;1800;0.0;133.9;29.9;45.0;4.6;0.0
2022-09-07;23.31;2200;0.0;48.0;27.9;51.0;4.6;0.0
2022-09-07;23.31;2000;0.0;48.0;27.9;51.0;4.6;0.0
2022-09-07;23.31;1900;0.0;87.6;29.1;48.0;4.6;0.0
2022-09-07;23.31;1300;0.0;280.2;27.3;47.0;4.5;0.0
2022-09-07;23.31;1700;0.0;152.8;29.6;44.0;4.6;0.0
2022-09-07;23.31;1500;0.0;252.4;28.5;44.0;4.6;0.0
2022-09-07;23.31;2300;0.0;48.0;27.9;51.0;4.6;0.0
2022-09-07;23.31;1400;0.0;224.0;27.8;45.0;4.6;0.0
2022-09-07;23.31;1600;0.0;183.3;28.9;45.0;4.6;0.0
2022-09-07;23.31;1200;0.0;201.6;25.6;53.0;4.4;0.0
2022-09-08;23.25;900;0.0;67.1;30.3;45.0;3.3;-0.05999999999999872
2022-09-08;23.25;700;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;600;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;500;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;0;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;300;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;200;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;100;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;1000;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;1100;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;400;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;800;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;1300;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-08;23.25;1800;0.0;177.8;34.1;32.0;1.8;0.0
2022-09-08;23.25;2300;0.0;177.8;34.1;32.0;1.8;0.0
2022-09-08;23.25;2100;0.0;177.8;34.1;32.0;1.8;0.0
2022-09-08;23.25;2000;0.0;177.8;34.1;32.0;1.8;0.0
2022-09-08;23.25;1900;0.0;177.8;34.1;32.0;1.8;0.0
2022-09-08;23.25;2200;0.0;177.8;34.1;32.0;1.8;0.0
2022-09-08;23.25;1700;0.0;177.8;34.1;32.0;1.8;0.0
2022-09-08;23.25;1600;0.0;238.4;33.5;35.0;2.0;0.0
2022-09-08;23.25;1500;0.0;298.2;32.0;42.0;3.1;0.0
2022-09-08;23.25;1400;0.0;344.8;30.2;46.0;3.4;0.0
2022-09-08;23.25;1200;0.0;67.1;30.3;45.0;3.3;0.0
2022-09-09;23.19;900;0.0;11.5;23.5;75.0;1.5;-0.05999999999999872
2022-09-09;23.19;600;0.0;0.5;22.7;66.0;2.8;0.0
2022-09-09;23.19;800;0.0;3.5;23.3;76.0;0.7;0.0
2022-09-09;23.19;700;0.0;0.0;23.0;74.0;1.0;0.0
2022-09-09;23.19;500;0.0;0.0;22.7;54.0;1.3;0.0
2022-09-09;23.19;0;0.0;0.0;28.2;35.0;1.9;0.0
2022-09-09;23.19;300;0.0;0.0;25.6;41.0;0.9;0.0
2022-09-09;23.19;200;0.0;0.0;26.0;41.0;1.1;0.0
2022-09-09;23.19;100;0.0;0.0;27.3;37.0;1.8;0.0
2022-09-09;23.19;1000;0.0;295.3;24.5;71.0;2.9;0.0
2022-09-09;23.19;400;0.0;0.0;23.7;48.0;0.6;0.0
2022-09-09;23.19;1100;0.0;773.5;25.6;65.0;3.6;0.0
2022-09-09;23.19;1200;0.0;1729.8;28.1;54.0;3.1;0.0
2022-09-09;23.19;2000;0.0;819.9;34.1;24.0;2.1;0.0
2022-09-09;23.19;1300;0.0;2640.1;29.9;48.0;2.5;0.0
2022-09-09;23.19;1400;0.0;3472.8;31.7;40.0;3.1;0.0
2022-09-09;23.19;2300;0.0;0.0;29.0;34.0;1.4;0.0
2022-09-09;23.19;2200;0.0;0.0;31.0;30.0;1.2;0.0
2022-09-09;23.19;2100;0.0;51.8;31.9;29.0;1.0;0.0
2022-09-09;23.19;1500;0.0;3596.0;33.8;34.0;2.2;0.0
2022-09-09;23.19;1900;0.0;1771.9;35.3;24.0;1.2;0.0
2022-09-09;23.19;1700;0.0;3408.2;34.6;27.0;1.7;0.0
2022-09-09;23.19;1600;0.0;3838.6;34.1;31.0;2.4;0.0
2022-09-09;23.19;1800;0.0;2432.9;35.0;24.0;2.7;0.0
2022-09-10;23.13;100;0.0;0.0;26.8;66.0;2.4;-0.060000000000002274
2022-09-10;23.13;200;0.0;1.9;25.4;72.0;3.0;0.0
2022-09-10;23.13;300;0.2;0.0;25.5;71.0;1.7;0.0
2022-09-10;23.13;400;0.0;0.0;25.5;76.0;2.8;0.0
2022-09-10;23.13;0;0.0;0.1;27.9;59.0;2.9;0.0
2022-09-10;23.13;500;0.0;0.0;24.7;77.0;2.1;0.0
2022-09-10;23.13;700;0.0;0.0;24.7;76.0;2.6;0.0
2022-09-10;23.13;800;0.0;0.0;24.4;77.0;2.4;0.0
2022-09-10;23.13;900;0.0;45.5;24.6;74.0;2.3;0.0
2022-09-10;23.13;1000;0.0;550.1;26.0;68.0;2.9;0.0
2022-09-10;23.13;600;0.0;0.2;25.4;73.0;2.5;0.0
2022-09-10;23.13;1100;0.0;1749.9;28.5;57.0;3.8;0.0
2022-09-10;23.13;1200;0.0;2003.7;29.2;51.0;3.1;0.0
2022-09-10;23.13;1900;0.0;1657.0;36.5;19.0;3.7;0.0
2022-09-10;23.13;1500;0.0;4039.7;35.0;32.0;3.9;0.0
2022-09-10;23.13;1600;0.0;3864.0;36.9;26.0;4.0;0.0
2022-09-10;23.13;1700;0.0;3380.0;37.6;19.0;4.9;0.0
2022-09-10;23.13;1800;0.0;2643.6;37.3;18.0;4.4;0.0
2022-09-10;23.13;1400;0.0;3915.6;33.5;38.0;3.8;0.0
2022-09-10;23.13;2000;0.0;698.7;35.4;20.0;3.9;0.0
2022-09-10;23.13;2100;0.0;42.5;33.6;24.0;2.6;0.0
2022-09-10;23.13;2200;0.0;0.0;31.9;27.0;1.8;0.0
2022-09-10;23.13;1300;0.0;3234.8;31.3;46.0;3.8;0.0
2022-09-10;23.13;2300;0.0;0.0;30.6;33.0;1.9;0.0
2022-09-11;23.07;200;0.0;0.0;25.8;64.0;1.9;-0.05999999999999872
2022-09-11;23.07;600;0.0;0.0;22.9;77.0;0.7;0.0
2022-09-11;23.07;1000;0.0;454.9;23.0;80.0;0.8;0.0
2022-09-11;23.07;900;0.0;99.6;22.2;82.0;1.1;0.0
2022-09-11;23.07;800;0.0;0.0;22.2;79.0;1.5;0.0
2022-09-11;23.07;700;0.0;0.0;22.5;77.0;1.3;0.0
2022-09-11;23.07;1100;0.0;951.6;24.9;68.0;1.4;0.0
2022-09-11;23.07;500;0.0;0.0;23.5;73.0;1.1;0.0
2022-09-11;23.07;400;0.0;0.0;23.9;72.0;1.0;0.0
2022-09-11;23.07;300;0.0;0.0;24.8;68.0;2.2;0.0
2022-09-11;23.07;100;0.0;1.0;26.6;55.0;1.8;0.0
2022-09-11;23.07;0;0.0;0.0;26.6;54.0;1.0;0.0
2022-09-11;23.07;1400;0.0;1794.0;29.1;53.0;2.7;0.0
2022-09-11;23.07;2300;0.0;0.0;27.5;52.0;1.4;0.0
2022-09-11;23.07;2200;0.0;0.0;28.2;47.0;1.1;0.0
2022-09-11;23.07;2100;0.0;64.7;29.4;44.0;1.1;0.0
2022-09-11;23.07;2000;0.0;437.8;31.3;38.0;2.0;0.0
2022-09-11;23.07;1900;0.0;900.1;31.9;36.0;2.6;0.0
2022-09-11;23.07;1200;0.0;1882.1;26.3;64.0;2.0;0.0
2022-09-11;23.07;1700;0.0;1661.8;31.4;43.0;3.5;0.0
2022-09-11;23.07;1600;0.0;2098.4;31.3;45.0;3.0;0.0
2022-09-11;23.07;1500;0.0;2096.3;30.3;49.0;3.1;0.0
2022-09-11;23.07;1300;0.0;1491.9;27.6;61.0;2.3;0.0
2022-09-11;23.07;1800;0.0;1444.8;31.7;40.0;3.1;0.0
2022-09-12;23.0;900;0.0;79.9;23.1;80.0;1.3;-0.07000000000000028
2022-09-12;23.0;700;0.0;0.0;23.4;76.0;1.6;0.0
2022-09-12;23.0;600;0.0;0.0;23.7;75.0;2.2;0.0
2022-09-12;23.0;500;0.0;0.0;24.6;71.0;2.4;0.0
2022-09-12;23.0;400;0.0;0.0;25.5;67.0;1.8;0.0
2022-09-12;23.0;200;0.0;1.6;27.2;48.0;0.7;0.0
2022-09-12;23.0;100;0.0;0.8;27.8;46.0;2.6;0.0
2022-09-12;23.0;0;0.0;0.0;28.5;44.0;1.5;0.0
2022-09-12;23.0;1200;0.0;1451.7;27.3;61.0;3.1;0.0
2022-09-12;23.0;1000;0.0;738.1;24.5;77.0;1.8;0.0
2022-09-12;23.0;300;0.0;0.0;26.4;63.0;1.9;0.0
2022-09-12;23.0;1100;0.0;1619.6;26.2;66.0;2.1;0.0
2022-09-12;23.0;2300;0.0;0.0;28.3;56.0;4.3;0.0
2022-09-12;23.0;1900;0.0;1316.5;34.1;34.0;3.6;0.0
2022-09-12;23.0;1300;0.0;1970.1;29.0;56.0;2.4;0.0
2022-09-12;23.0;2200;0.0;0.0;31.1;41.0;1.7;0.0
2022-09-12;23.0;2100;0.0;97.4;32.4;37.0;2.5;0.0
2022-09-12;23.0;2000;0.0;331.1;32.9;38.0;1.7;0.0
2022-09-12;23.0;1800;0.0;1540.1;33.6;36.0;2.7;0.0
2022-09-12;23.0;1700;0.0;2346.3;34.4;34.0;1.8;0.0
2022-09-12;23.0;1600;0.0;2829.8;33.3;36.0;2.1;0.0
2022-09-12;23.0;1500;0.0;3530.7;33.0;41.0;2.3;0.0
2022-09-12;23.0;1400;0.0;3052.4;30.7;48.0;4.1;0.0
2022-09-12;23.0;800;0.0;0.0;22.8;81.0;1.6;0.0
2022-10-01;22.03;400;0.0;0.0;23.7;80.0;2.1;-0.9699999999999989
2022-10-01;22.03;100;0.0;0.0;25.1;74.0;0.4;0.0
2022-10-01;22.03;200;0.0;0.0;24.1;79.0;1.4;0.0
2022-10-01;22.03;300;0.0;0.0;24.2;78.0;1.2;0.0
2022-10-01;22.03;0;0.0;0.0;25.9;70.0;0.7;0.0
2022-10-01;22.03;1000;0.0;306.8;23.5;87.0;0.8;0.0
2022-10-01;22.03;700;0.0;0.0;22.7;89.0;0.6;0.0
2022-10-01;22.03;800;0.0;0.0;22.1;93.0;0.6;0.0
2022-10-01;22.03;900;0.0;15.3;22.3;92.0;1.2;0.0
2022-10-01;22.03;500;0.0;0.0;23.4;84.0;1.2;0.0
2022-10-01;22.03;600;0.0;0.0;23.0;87.0;1.3;0.0
2022-10-01;22.03;1100;0.0;883.7;25.9;79.0;0.8;0.0
2022-10-01;22.03;1200;0.0;1684.9;27.8;69.0;0.7;0.0
2022-10-01;22.03;1900;0.0;1550.0;32.0;49.0;2.1;0.0
2022-10-01;22.03;1400;0.0;3438.4;29.7;59.0;1.0;0.0
2022-10-01;22.03;1500;0.0;3569.8;32.5;50.0;1.2;0.0
2022-10-01;22.03;1600;0.0;3169.9;32.1;50.0;1.3;0.0
2022-10-01;22.03;1800;0.0;2486.5;33.8;45.0;1.7;0.0
2022-10-01;22.03;1700;0.0;2834.2;32.4;46.0;1.3;0.0
2022-10-01;22.03;2000;0.0;494.3;31.6;49.0;1.3;0.0
2022-10-01;22.03;2100;0.0;199.6;31.0;48.0;0.6;0.0
2022-10-01;22.03;2200;0.0;0.1;29.2;57.0;1.5;0.0
2022-10-01;22.03;2300;0.0;0.0;28.2;63.0;0.8;0.0
2022-10-01;22.03;1300;0.0;2995.8;29.0;59.0;1.9;0.0
2022-10-02;22.03;100;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;600;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;1000;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;900;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;800;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;700;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;300;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;500;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;400;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;200;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;1100;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;0;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;1400;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;1200;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;2300;0.0;58.4;31.9;52.0;1.6;0.0
2022-10-02;22.03;2200;0.0;58.4;31.9;52.0;1.6;0.0
2022-10-02;22.03;2000;0.0;58.4;31.9;52.0;1.6;0.0
2022-10-02;22.03;1900;0.0;137.2;33.1;45.0;1.8;0.0
2022-10-02;22.03;2100;0.0;58.4;31.9;52.0;1.6;0.0
2022-10-02;22.03;1700;0.0;83.9;31.3;51.0;2.1;0.0
2022-10-02;22.03;1600;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;1500;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;1300;0.0;67.8;27.6;66.0;3.9;0.0
2022-10-02;22.03;1800;0.0;188.8;32.9;45.0;1.8;0.0
2022-10-03;21.97;600;0.0;113.1;33.1;46.0;2.4;-0.060000000000002274
2022-10-03;21.97;900;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;800;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;700;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;500;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;1000;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;300;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;200;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;100;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;0;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;400;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;1100;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;1200;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;1900;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;2300;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;2200;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;2100;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;2000;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;1300;0.0;113.1;33.1;46.0;2.4;0.0
2022-10-03;21.97;1800;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;1600;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;1500;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;1400;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-03;21.97;1700;0.0;514.1;30.6;65.0;2.4;0.0
2022-10-04;21.9;100;0.0;54.6;29.5;72.0;1.7;-0.07000000000000028
2022-10-04;21.9;200;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;300;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;400;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;0;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;500;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;700;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;800;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;900;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1000;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;600;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1100;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1200;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1900;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1500;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1600;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1700;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1800;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1400;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;2000;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;2100;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;2200;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;1300;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-04;21.9;2300;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;100;0.0;54.6;29.5;72.0;1.7;-0.11999999999999744
2022-10-05;21.78;500;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;900;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;800;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;600;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;0;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;400;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;300;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1100;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;200;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1000;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;700;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1200;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;2300;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;2200;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;2000;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;2100;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1900;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1300;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1700;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1600;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1500;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1400;0.0;54.6;29.5;72.0;1.7;0.0
2022-10-05;21.78;1800;0.0;54.6;29.5;72.0;1.7;0.0
